"","ID","gene_name","gene_desc","best_db","sporprot"
"654","P22066","small, acid-soluble spore protein beta (ASSP) (SASP)","Small, acid-soluble spore protein beta (ASSP) (SASP)","DRAM","sporulation_prot"
"655","P22322","gpr","Germination protease (EC 3.4.24.78) (GPR endopeptidase) (Germination proteinase) (Spore protease)","DRAM","sporulation_prot"
"656","P23261","cotF","Spore coat protein F [Cleaved into: 5 kDa coat protein; 8 kDa coat protein]","DRAM","sporulation_prot"
"657","P23545","phoR","Alkaline phosphatase synthesis sensor protein PhoR (EC 2.7.13.3)","DRAM","sporulation_prot"
"658","P23630","lysA","Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)","DRAM","sporulation_prot"
"659","P24136","oppD","Oligopeptide transport ATP-binding protein OppD (EC 7.4.2.6) (Stage 0 sporulation protein KD)","DRAM","sporulation_prot"
"660","P24137","oppF","Oligopeptide transport ATP-binding protein OppF (EC 7.4.2.6) (Stage 0 sporulation protein KE)","DRAM","sporulation_prot"
"6611","P24138","oppB","Oligopeptide transport system permease protein OppB (Stage 0 sporulation protein KB)","DRAM","sporulation_prot"
"662","P24139","oppC","Oligopeptide transport system permease protein OppC (Stage 0 sporulation protein KC)","DRAM","sporulation_prot"
"663","P24141","oppA","Oligopeptide-binding protein OppA (Stage 0 sporulation protein KA)","DRAM","sporulation_prot"
"664","P24282","bofA","Sigma-K factor-processing regulatory protein BofA (Bypass-of-forespore protein A)","DRAM","sporulation_prot"
"665","P24556","lytA","Autolysin (EC 3.5.1.28) (N-acetylmuramoyl-L-alanine amidase)","DRAM","sporulation_prot"
"666","P24808","cwlA","N-acetylmuramoyl-L-alanine amidase CwlA (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)","DRAM","sporulation_prot"
"667","P25149","ywaF","Uncharacterized protein YwaF (ORF1)","DRAM","sporulation_prot"
"668","P26497","parB","Stage 0 sporulation protein J","DRAM","sporulation_prot"
"669","P26764","sigF","RNA polymerase sigma-F factor (Sporulation sigma factor) (Stage II sporulation protein AC)","DRAM","sporulation_prot"
"670","P26767","putative sporulation sigma factor-processing peptidase (EC 3.4.23.-)","Putative sporulation sigma factor-processing peptidase (EC 3.4.23.-)","DRAM","sporulation_prot"
"6711","P26777","spoIIAA","Anti-sigma F factor antagonist (Stage II sporulation protein AA)","DRAM","sporulation_prot"
"672","P26778","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"673","P26902","dppA","D-aminopeptidase (EC 3.4.11.-)","DRAM","sporulation_prot"
"674","P26903","dppB","Dipeptide transport system permease protein DppB","DRAM","sporulation_prot"
"675","P26904","dppC","Dipeptide transport system permease protein DppC","DRAM","sporulation_prot"
"676","P26905","dppD","Dipeptide transport ATP-binding protein DppD (EC 7.4.2.9)","DRAM","sporulation_prot"
"677","P26906","dppE","Dipeptide-binding protein DppE","DRAM","sporulation_prot"
"678","P26936","spoIVFA","Stage IV sporulation protein FA","DRAM","sporulation_prot"
"679","P26937","spoIVFB","Stage IV sporulation protein FB (EC 3.4.24.-)","DRAM","sporulation_prot"
"680","P27206","srfAA","Surfactin synthase subunit 1","DRAM","sporulation_prot"
"6811","P27642","spoVAA","Stage V sporulation protein AA","DRAM","sporulation_prot"
"682","P27643","spoVK","Stage V sporulation protein K","DRAM","sporulation_prot"
"683","P27755","pru","Protein U","DRAM","sporulation_prot"
"684","P28015","spoVG","Putative septation protein SpoVG (Stage V sporulation protein G)","DRAM","sporulation_prot"
"685","P28016","spoVG","Putative septation protein SpoVG (Stage V sporulation protein G)","DRAM","sporulation_prot"
"686","P28264","ftsA","Cell division protein FtsA","DRAM","sporulation_prot"
"687","P28265","sbp","Small basic protein","DRAM","sporulation_prot"
"688","P28842","sub1","Subtilisin (EC 3.4.21.62)","DRAM","sporulation_prot"
"689","P29142","aprJ","Subtilisin J (EC 3.4.21.62)","DRAM","sporulation_prot"
"690","P29599","subtilisin BL (EC 3.4.21.62) (Alkaline protease)","Subtilisin BL (EC 3.4.21.62) (Alkaline protease)","DRAM","sporulation_prot"
"6911","P29600","subtilisin Savinase (EC 3.4.21.62) (Alkaline protease)","Subtilisin Savinase (EC 3.4.21.62) (Alkaline protease)","DRAM","sporulation_prot"
"692","P31112","hepS","Heptaprenyl diphosphate synthase component 1 (HepPP synthase subunit 1) (EC 2.5.1.30) (Spore germination protein C1)","DRAM","sporulation_prot"
"693","P31114","hepT","Heptaprenyl diphosphate synthase component 2 (HepPP synthase subunit 2) (EC 2.5.1.30) (Spore germination protein C3)","DRAM","sporulation_prot"
"694","P31845","spoVAF","Stage V sporulation protein AF","DRAM","sporulation_prot"
"695","P32959","pbpE","Penicillin-binding protein 4* (PBP 4*) (PBP 4A) (Penicillin-binding protein E)","DRAM","sporulation_prot"
"696","P32960","racX","Broad specificity amino-acid racemase RacX (EC 5.1.1.10)","DRAM","sporulation_prot"
"697","P33657","sigE","RNA polymerase sigma-E factor (Stage II sporulation protein GB)","DRAM","sporulation_prot"
"698","P33658","sigG","RNA polymerase sigma-G factor","DRAM","sporulation_prot"
"699","P35142","sspA","Small, acid-soluble spore protein gamma-type (SASP)","DRAM","sporulation_prot"
"700","P35145","sigF","RNA polymerase sigma-F factor (Sporulation sigma factor) (Stage II sporulation protein AC)","DRAM","sporulation_prot"
"7011","P35147","spoIIAA","Anti-sigma F factor antagonist (Stage II sporulation protein AA)","DRAM","sporulation_prot"
"702","P35148","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"703","P35149","spoIVA","Stage IV sporulation protein A (EC 3.6.1.-) (Coat morphogenetic protein SpoIVA)","DRAM","sporulation_prot"
"704","P35150","dacB","D-alanyl-D-alanine carboxypeptidase DacB (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 5*) (PBP-5*) (Penicillin-binding protein 5a) (PBP-5a)","DRAM","sporulation_prot"
"705","P35157","spmA","Spore maturation protein A","DRAM","sporulation_prot"
"706","P35158","spmB","Spore maturation protein B","DRAM","sporulation_prot"
"707","P35835","aprN","Subtilisin NAT (EC 3.4.21.62) (Nattokinase) (NK)","DRAM","sporulation_prot"
"708","P37454","exoA","Exodeoxyribonuclease (EC 3.1.11.2)","DRAM","sporulation_prot"
"709","P37466","veg","Protein Veg","DRAM","sporulation_prot"
"710","P37471","divIC","Cell division protein DivIC","DRAM","sporulation_prot"
"7111","P37475","spoIIE","Stage II sporulation protein E (EC 3.1.3.16) (Stage II sporulation protein H)","DRAM","sporulation_prot"
"712","P37479","yycE","Uncharacterized protein YycE","DRAM","sporulation_prot"
"713","P37484","gdpP","Cyclic-di-AMP phosphodiesterase GdpP (c-di-AMP phosphodiesterase YybT) (EC 3.1.4.59) (Cyclic-di-AMP hydrolase GdpP) (Cyclic-di-AMP phosphodiesterase YybT)","DRAM","sporulation_prot"
"714","P37488","yybP","Uncharacterized lipoprotein YybP","DRAM","sporulation_prot"
"715","P37495","yybI","Uncharacterized protein YybI","DRAM","sporulation_prot"
"716","P37512","yyaL","Uncharacterized protein YyaL","DRAM","sporulation_prot"
"717","P37517","ccpB","Catabolite control protein B","DRAM","sporulation_prot"
"718","P37520","yyaD","Uncharacterized protein YyaD","DRAM","sporulation_prot"
"719","P37521","yyaC","Uncharacterized protein YyaC","DRAM","sporulation_prot"
"720","P37522","parA","Sporulation initiation inhibitor protein Soj (EC 3.6.4.-) (Suppressor of spo0J)","DRAM","sporulation_prot"
"7211","P37526","yaaC","Uncharacterized protein YaaC","DRAM","sporulation_prot"
"722","P37531","yaaH","Cortical fragment-lytic enzyme (CFLE) (EC 3.2.1.-) (Spore germination protein) (Spore peptidoglycan N-acetylglucosaminidase)","DRAM","sporulation_prot"
"723","P37534","csfB","Anti-sigma-G factor Gin (Protein CsfB)","DRAM","sporulation_prot"
"724","P37541","ricT","Stage 0 sporulation protein YaaT","DRAM","sporulation_prot"
"725","P37542","yabA","Replication initiation control protein YabA","DRAM","sporulation_prot"
"726","P37548","yabG","Sporulation-specific protease YabG (EC 3.4.-.-)","DRAM","sporulation_prot"
"727","P37549","sspF","Protein SspF","DRAM","sporulation_prot"
"728","P37553","fin","Anti-sigma-F factor Fin (Suppressor of recU and recB SubA)","DRAM","sporulation_prot"
"729","P37554","spoVT","Stage V sporulation protein T","DRAM","sporulation_prot"
"730","P37558","yabP","Spore protein YabP","DRAM","sporulation_prot"
"7311","P37559","shfA","Spore protein YabQ","DRAM","sporulation_prot"
"732","P37561","yabS","Uncharacterized protein YabS","DRAM","sporulation_prot"
"733","P37562","yabT","Serine/threonine-protein kinase YabT (EC 2.7.11.1)","DRAM","sporulation_prot"
"734","P37569","mcsA","Protein-arginine kinase activator protein","DRAM","sporulation_prot"
"735","P37570","mcsB","Protein-arginine kinase (EC 2.7.14.1)","DRAM","sporulation_prot"
"736","P37571","clpC","Negative regulator of genetic competence ClpC/MecB","DRAM","sporulation_prot"
"737","P37573","disA","DNA integrity scanning protein DisA (Cyclic di-AMP synthase) (c-di-AMP synthase) (DNA integrity scanning protein A) (Diadenylate cyclase) (DAC) (EC 2.7.7.85)","DRAM","sporulation_prot"
"738","P37575","spoIIB","Stage II sporulation protein B","DRAM","sporulation_prot"
"739","P37585","murG","UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)","DRAM","sporulation_prot"
"740","P37817","spoVM","Stage V sporulation protein M","DRAM","sporulation_prot"
"7411","P37869","eno","Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)","DRAM","sporulation_prot"
"742","P37873","spoIIM","Stage II sporulation protein M","DRAM","sporulation_prot"
"743","P37874","ygxB","Uncharacterized protein YgxB (ORF1)","DRAM","sporulation_prot"
"744","P37875","spoVR","Stage V sporulation protein R","DRAM","sporulation_prot"
"745","P37955","splA","Transcriptional regulator SplA","DRAM","sporulation_prot"
"746","P37956","splB","Spore photoproduct lyase (EC 4.1.99.14)","DRAM","sporulation_prot"
"747","P37958","mecA","Adapter protein MecA 1","DRAM","sporulation_prot"
"748","P37963","spoVID","Stage VI sporulation protein D","DRAM","sporulation_prot"
"749","P37964","ysxE","Uncharacterized protein YsxE (ORF2)","DRAM","sporulation_prot"
"750","P37968","spoIIP","Stage II sporulation protein P","DRAM","sporulation_prot"
"7511","P38050","pbpF","Penicillin-binding protein 1F (PBP-1F) (Penicillin-binding protein F) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.99.28) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]","DRAM","sporulation_prot"
"752","P38422","dacF","D-alanyl-D-alanine carboxypeptidase DacF (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein DacF) (PBP)","DRAM","sporulation_prot"
"753","P38425","yqxA","Uncharacterized protein YqxA (ORF79)","DRAM","sporulation_prot"
"754","P38490","ypeB","Sporulation protein YpeB (PSPA12)","DRAM","sporulation_prot"
"755","P38492","ypfB","Uncharacterized protein YpfB","DRAM","sporulation_prot"
"756","P38586","devT","CRISPR-associated protein Cas8a1/Csx13 (CRISPR-associated protein Cas8a1/Csx13, Myxan subtype) (Fruiting body developmental protein T)","DRAM","sporulation_prot"
"757","P39043","dipeptidyl-peptidase 6 (EC 3.4.22.-) (Dipeptidyl-peptidase VI) (DPP VI) (Endopeptidase II) (Gamma-D-glutamyl-L-diamino acid endopeptidase II) (Gamma-D-glutamyl-MESO-diaminopimelate peptidase II)","Dipeptidyl-peptidase 6 (EC 3.4.22.-) (Dipeptidyl-peptidase VI) (DPP VI) (Endopeptidase II) (Gamma-D-glutamyl-L-diamino acid endopeptidase II) (Gamma-D-glutamyl-MESO-diaminopimelate peptidase II)","DRAM","sporulation_prot"
"758","P39065","acuA","Acetoin utilization protein AcuA (EC 2.3.1.-) (Protein acetyltransferase AcuA)","DRAM","sporulation_prot"
"759","P39066","acuB","Acetoin utilization protein AcuB","DRAM","sporulation_prot"
"760","P39067","acuC","Acetoin utilization protein AcuC","DRAM","sporulation_prot"
"7611","P39072","gerM","Spore germination protein GerM","DRAM","sporulation_prot"
"762","P39118","glgB","1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)","DRAM","sporulation_prot"
"763","P39122","glgC","Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27) (ADP-glucose pyrophosphorylase) (ADPGlc PPase) (ADP-glucose synthase)","DRAM","sporulation_prot"
"764","P39123","glgP","Glycogen phosphorylase (EC 2.4.1.1)","DRAM","sporulation_prot"
"765","P39124","glgD","Glycogen biosynthesis protein GlgD","DRAM","sporulation_prot"
"766","P39125","glgA","Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)","DRAM","sporulation_prot"
"767","P39130","lplD","Alpha-galacturonidase (EC 3.2.1.67)","DRAM","sporulation_prot"
"768","P39134","prkA","ATP-dependent protease PrkA (EC 3.4.21.53)","DRAM","sporulation_prot"
"769","P39151","spoIIR","Stage II sporulation protein R","DRAM","sporulation_prot"
"770","P39482","gdhI","Glucose 1-dehydrogenase 1 (EC 1.1.1.47) (GLCDH-I)","DRAM","sporulation_prot"
"7711","P39569","gerBA","Spore germination protein B1","DRAM","sporulation_prot"
"772","P39570","gerBB","Spore germination protein B2","DRAM","sporulation_prot"
"773","P39571","gerBC","Spore germination protein B3","DRAM","sporulation_prot"
"774","P39584","ywbA","Putative permease IIC component YwbA (Putative PTS system EIIC component)","DRAM","sporulation_prot"
"775","P39585","ywbB","Uncharacterized protein YwbB","DRAM","sporulation_prot"
"776","P39599","ywcA","Uncharacterized symporter YwcA","DRAM","sporulation_prot"
"777","P39600","ywcB","Uncharacterized protein YwcB","DRAM","sporulation_prot"
"778","P39603","ywcE","Spore morphogenesis and germination protein YwcE","DRAM","sporulation_prot"
"779","P39620","gerQ","Spore coat protein GerQ","DRAM","sporulation_prot"
"780","P39621","spsA","Spore coat polysaccharide biosynthesis protein SpsA","DRAM","sporulation_prot"
"7811","P39622","spsB","Spore coat polysaccharide biosynthesis protein SpsB","DRAM","sporulation_prot"
"782","P39623","spsC","Spore coat polysaccharide biosynthesis protein SpsC","DRAM","sporulation_prot"
"783","P39624","spsD","Spore coat polysaccharide biosynthesis protein SpsD (EC 2.3.1.-)","DRAM","sporulation_prot"
"784","P39625","spsE","Spore coat polysaccharide biosynthesis protein SpsE","DRAM","sporulation_prot"
"785","P39626","spsF","Spore coat polysaccharide biosynthesis protein SpsF","DRAM","sporulation_prot"
"786","P39627","spsG","Spore coat polysaccharide biosynthesis protein SpsG","DRAM","sporulation_prot"
"787","P39629","spsI","Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24) (Spore coat polysaccharide biosynthesis protein SpsI) (dTDP-glucose pyrophosphorylase) (dTDP-glucose synthase)","DRAM","sporulation_prot"
"788","P39630","spsJ","dTDP-glucose 4,6-dehydratase (EC 4.2.1.46) (Spore coat polysaccharide biosynthesis protein SpsJ)","DRAM","sporulation_prot"
"789","P39631","spsK","Spore coat polysaccharide biosynthesis protein SpsK","DRAM","sporulation_prot"
"790","P39632","sivA","Probable biofilm-surface layer protein B","DRAM","sporulation_prot"
"7911","P39650","rsfA","Prespore-specific transcriptional regulator RsfA","DRAM","sporulation_prot"
"792","P39668","htrC","Uncharacterized serine protease YyxA (EC 3.4.21.-)","DRAM","sporulation_prot"
"793","P39696","comER","ComE operon protein 4","DRAM","sporulation_prot"
"794","P39751","mbl","Cell shape-determining protein Mbl (Actin-like Mbl protein) (Rod shape-determining protein Mbl)","DRAM","sporulation_prot"
"795","P39764","kinC","Sporulation kinase C (EC 2.7.13.3)","DRAM","sporulation_prot"
"796","P39773","gpmI","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12) (Vegetative protein 107) (VEG107)","DRAM","sporulation_prot"
"797","P39791","yppC","Uncharacterized protein YppC (ORFX)","DRAM","sporulation_prot"
"798","P39800","xlyA","N-acetylmuramoyl-L-alanine amidase XlyA (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)","DRAM","sporulation_prot"
"799","P39801","cotG","Spore coat protein G","DRAM","sporulation_prot"
"800","P40288","glucose 1-dehydrogenase (EC 1.1.1.47)","Glucose 1-dehydrogenase (EC 1.1.1.47)","DRAM","sporulation_prot"
"8011","P40397","yhxC","Uncharacterized oxidoreductase YhxC (EC 1.-.-.-) (ORFX)","DRAM","sporulation_prot"
"802","P40407","namZ","Peptidoglycan beta-N-acetylmuramidase NamZ (EC 3.2.1.92) (Exo-beta-N-acetylmuramidase NamZ) (ORF2)","DRAM","sporulation_prot"
"803","P40419","glcU","Probable glucose uptake protein GlcU","DRAM","sporulation_prot"
"804","P40420","glcU","Glucose uptake protein GlcU","DRAM","sporulation_prot"
"805","P40746","tgl","Protein-glutamine gamma-glutamyltransferase (EC 2.3.2.13) (Transglutaminase) (TGase)","DRAM","sporulation_prot"
"806","P40769","yhfN","Uncharacterized metalloprotease YhfN (EC 3.4.24.-) (PSP23)","DRAM","sporulation_prot"
"807","P40866","spoVAA","Stage V sporulation protein AA","DRAM","sporulation_prot"
"808","P40867","spoVAB","Stage V sporulation protein AB","DRAM","sporulation_prot"
"809","P40868","spoVAC","Stage V sporulation protein AC","DRAM","sporulation_prot"
"810","P40869","spoVAD","Stage V sporulation protein AD","DRAM","sporulation_prot"
"8111","P40870","spoVAEA","Stage V sporulation protein AE","DRAM","sporulation_prot"
"812","P41028","spoIV","Putative stage IV sporulation protein","DRAM","sporulation_prot"
"813","P41371","ssp1","Small, acid-soluble spore protein 1 (SSP-1)","DRAM","sporulation_prot"
"814","P42012","spo0A","Stage 0 sporulation protein A","DRAM","sporulation_prot"
"815","P42061","appA","Oligopeptide-binding protein AppA","DRAM","sporulation_prot"
"816","P42062","appB","Oligopeptide transport system permease protein AppB","DRAM","sporulation_prot"
"817","P42063","appC","Oligopeptide transport system permease protein AppC","DRAM","sporulation_prot"
"818","P42064","appD","Oligopeptide transport ATP-binding protein AppD","DRAM","sporulation_prot"
