L1,L2,L3,ID,Function,EC,Gene
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K18676,Glucosamine kinase,2.7.1.8,gspK
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K03431,Phosphoglucosamine mutase,5.4.2.10,glmM
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K01443,N-acetylglucosamine-6-phosphate deacetylase,3.5.1.25,"nagA, AMDHD2"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00621,Glucosamine-phosphate N-acetyltransferase,2.3.1.4,"GNPNAT1, GNA1"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00847,Fructokinase,2.7.1.4,"E2.7.1.4, scrK"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K02564,Glucosamine-6-phosphate deaminase,3.5.99.6,"nagB, GNPDA"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00820,Glutamine---fructose-6-phosphate transaminase (isomerizing),2.6.1.16,"glmS, GFPT"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K12446,L-arabinokinase,2.7.1.46,E2.7.1.46
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K12447,UDP-sugar pyrophosphorylase,2.7.7.64,USP
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K13379,Reversibly glycosylated polypeptide / UDP-arabinopyranose mutase,2.4.1.- 5.4.99.30,"RGP, UTM"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K01209,Alpha-L-arabinofuranosidase,3.2.1.55,abfA
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K15921,Arabinoxylan arabinofuranohydrolase,3.2.1.55,xynD
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K20844,Non-reducing end alpha-L-arabinofuranosidase,3.2.1.55,abf1
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00770,"1,4-beta-D-xylan synthase",2.4.2.24,E2.4.2.24
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K15920,"Xylan 1,4-beta-xylosidase",3.2.1.37,XYL4
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K01198,"Xylan 1,4-beta-xylosidase",3.2.1.37,xynB
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K22268,"Xylan 1,4-beta-xylosidase",3.2.1.37,xylA
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K12448,UDP-arabinose 4-epimerase,5.1.3.5,"UXE, uxe"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K16190,Glucuronokinase,2.7.1.43,GLCAK
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K10011,UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating),2.1.2.13 1.1.1.305,"arnA, pmrI"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K07806,UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase,2.6.1.87,"arnB, pmrH"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K10012,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,2.4.2.53,"arnC, pmrF"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K13014,Undecaprenyl phosphate-alpha-L-ara4FN deformylase,3.5.1.-,arnD
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K08678,UDP-glucuronate decarboxylase,4.1.1.35,"UXS1, uxs"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K12449,UDP-apiose/xylose synthase,,AXS
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K02779,Glucose PTS system EIICB or EIICBA component,2.7.1.199,ptsG
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K02791,Maltose/glucose PTS system EIICB component,2.7.1.199 2.7.1.208,malX
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K20118,Glucose PTS system EIICBA or EIICB component,2.7.1.199,"ptsG, glcA, glcB"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00845,Glucokinase,2.7.1.2,glk
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K25026,Glucokinase,2.7.1.2,glk
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K12407,Glucokinase,2.7.1.2,GCK
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00886,Polyphosphate glucokinase,2.7.1.63,ppgK
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K01810,Glucose-6-phosphate isomerase,5.3.1.9,"GPI, pgi"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K06859,"Glucose-6-phosphate isomerase, archaeal",5.3.1.9,pgi1
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K13810,Transaldolase / glucose-6-phosphate isomerase,2.2.1.2 5.3.1.9,tal-pgi
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K15916,Glucose/mannose-6-phosphate isomerase,5.3.1.9 5.3.1.8,pgi-pmi
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K01835,Phosphoglucomutase,5.4.2.2,pgm
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K15778,Phosphomannomutase / phosphoglucomutase,5.4.2.8 5.4.2.2,pmm-pgm
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K15779,Phosphoglucomutase / phosphopentomutase,5.4.2.2 5.4.2.7,PGM2
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00963,UTP--glucose-1-phosphate uridylyltransferase,2.7.7.9,"UGP2, galU, galF"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K12450,"UDP-glucose 4,6-dehydratase",4.2.1.76,RHM
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K12451,"3,5-epimerase/4-reductase",5.1.3.- 1.1.1.-,UER1
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00012,UDPglucose 6-dehydrogenase,1.1.1.22,"UGDH, ugd"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K06118,UDP-sulfoquinovose synthase,3.13.1.1,"SQD1, sqdB"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00849,Galactokinase,2.7.1.6,galK
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00965,UDPglucose--hexose-1-phosphate uridylyltransferase,2.7.7.12,"galT, GALT"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K01784,UDP-glucose 4-epimerase,5.1.3.2,"galE, GALE"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K01854,UDP-galactopyranose mutase,5.4.99.9,glf
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K17716,UDP-glucose 4-epimerase,5.1.3.2,capD
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K08679,UDP-glucuronate 4-epimerase,5.1.3.6,"GAE, cap1J"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K18677,Galacturonokinase,2.7.1.44,GALAK
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K13648,"Alpha-1,4-galacturonosyltransferase",2.4.1.43,GAUT
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K02793,Mannose PTS system EIIA component,2.7.1.191,manXa
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K02794,Mannose PTS system EIIAB component,2.7.1.191,manX
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K02795,Mannose PTS system EIIC component,,manY
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K02796,Mannose PTS system EIID component,,manZ
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K17497,Phosphomannomutase,5.4.2.8,PMM
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K01840,Phosphomannomutase,5.4.2.8,manB
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K16881,Mannose-1-phosphate guanylyltransferase / phosphomannomutase,2.7.7.13 5.4.2.8,
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00966,Mannose-1-phosphate guanylyltransferase,2.7.7.13,GMPP
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00971,Mannose-1-phosphate guanylyltransferase,2.7.7.13,"manC, cpsB"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K16011,Mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase,2.7.7.13 5.3.1.8,"algA, xanB, rfbA, wbpW, pslB"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K01711,"GDPmannose 4,6-dehydratase",4.2.1.47,"gmd, GMDS"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K15856,GDP-4-dehydro-6-deoxy-D-mannose reductase,1.1.1.281,rmd
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K22252,GDP-6-deoxy-D-talose 4-dehydrogenase,1.1.1.135,tld
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K13010,Perosamine synthetase,2.6.1.102,"per, rfbE"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K17939,GDP-perosamine N-acetyltransferase,2.3.1.227,"perB, wbdR"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K01809,Mannose-6-phosphate isomerase,5.3.1.8,"manA, MPI"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K10046,"GDP-D-mannose 3', 5'-epimerase",5.1.3.18 5.1.3.-,GME
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00066,GDP-mannose 6-dehydrogenase,1.1.1.132,algD
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K05305,Fucokinase,2.7.1.52,FUK
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00976,Fucose-1-phosphate guanylyltransferase,2.7.7.30,FPGT
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K02377,GDP-L-fucose synthase,1.1.1.271,"TSTA3, fcl"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00978,Glucose-1-phosphate cytidylyltransferase,2.7.7.33,rfbF
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K01709,"CDP-glucose 4,6-dehydratase",4.2.1.45,rfbG
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K12452,"CDP-4-dehydro-6-deoxyglucose reductase, E1",1.17.1.1,"ascC, ddhC, rfbH"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00523,"CDP-4-dehydro-6-deoxyglucose reductase, E3",1.17.1.1,"ascD, ddhD, rfbI"
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K12453,CDP-paratose synthetase,1.1.1.342,rfbS
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K12454,CDP-paratose 2-epimerase,5.1.3.10,rfbE
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K12455,CDP-abequose synthase,1.1.1.341,rfbJ
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K19632,CDP-abequose synthase,1.1.1.341,rfbJ
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K15857,"CDP-3, 6-dideoxy-D-glycero-D-glycero-4-hexulose-5-epimerase",5.1.-.-,ascE
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K15858,"CDP-3, 6-dideoxy-D-glycero-L-glycero-4-hexulose-4-reductase",1.1.1.-,ascF
Metabolism,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00975,Glucose-1-phosphate adenylyltransferase,2.7.7.27,glgC
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01895,Acetyl-CoA synthetase,6.2.1.1,"ACSS1_2, acs"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01913,Acetate/butyrate---CoA ligase,6.2.1.1 6.2.1.2,"AAE7, ACN1"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00169,Pyruvate ferredoxin oxidoreductase alpha subunit,1.2.7.1,porA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00170,Pyruvate ferredoxin oxidoreductase beta subunit,1.2.7.1,porB
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00172,Pyruvate ferredoxin oxidoreductase gamma subunit,1.2.7.1,"porC, porG"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00189,2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit,1.2.7.7 1.2.7.1,"vorG, porG"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00171,Pyruvate ferredoxin oxidoreductase delta subunit,1.2.7.1,porD
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K03737,Pyruvate-ferredoxin/flavodoxin oxidoreductase,1.2.7.1 1.2.7.-,"por, nifJ"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00174,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha,1.2.7.3 1.2.7.11,"korA, oorA, oforA"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00175,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta,1.2.7.3 1.2.7.11,"korB, oorB, oforB"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00163,Pyruvate dehydrogenase E1 component,1.2.4.1,aceE
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00161,Pyruvate dehydrogenase E1 component alpha subunit,1.2.4.1,"PDHA, pdhA"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00162,Pyruvate dehydrogenase E1 component beta subunit,1.2.4.1,"PDHB, pdhB"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00627,Pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase),2.3.1.12,"DLAT, aceF, pdhC"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00382,Dihydrolipoamide dehydrogenase,1.8.1.4,"DLD, lpd, pdhD"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K13997,Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex,,PDHX
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00656,Formate C-acetyltransferase,2.3.1.54,"E2.3.1.54, pflD"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00132,Acetaldehyde dehydrogenase (acetylating),1.2.1.10,E1.2.1.10
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K04072,Acetaldehyde dehydrogenase / alcohol dehydrogenase,1.2.1.10 1.1.1.1,adhE
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K04073,Acetaldehyde dehydrogenase,1.2.1.10,mhpF
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K18366,Acetaldehyde/propanal dehydrogenase,1.2.1.10 1.2.1.87,"bphJ, xylQ, nahO, tesF"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K04021,Aldehyde dehydrogenase,,eutE
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K13951,Alcohol dehydrogenase 1/7,1.1.1.1,ADH1_7
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K13980,Alcohol dehydrogenase 4,1.1.1.1,ADH4
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K13952,Alcohol dehydrogenase 6,1.1.1.1,ADH6
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K13953,"Alcohol dehydrogenase, propanol-preferring",1.1.1.1,adhP
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K13954,Alcohol dehydrogenase,1.1.1.1,yiaY
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00001,Alcohol dehydrogenase,1.1.1.1,"E1.1.1.1, adh"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00121,S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase,1.1.1.284 1.1.1.1,"frmA, ADH5, adhC"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K18857,Alcohol dehydrogenase class-P,1.1.1.1,ADH1
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00002,Alcohol dehydrogenase (NADP+),1.1.1.2,"AKR1A1, adh"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K12957,Alcohol/geraniol dehydrogenase (NADP+),1.1.1.2 1.1.1.183,ahr
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K13979,Alcohol dehydrogenase (NADP+),1.1.1.2,yahK
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K14028,Methanol dehydrogenase (cytochrome c) subunit 1,1.1.2.7,"mdh1, mxaF"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K14029,Methanol dehydrogenase (cytochrome c) subunit 2,1.1.2.7,"mdh2, mxaI"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00114,Alcohol dehydrogenase (cytochrome c),1.1.2.8,exaA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K04022,Alcohol dehydrogenase,,eutG
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K22473,"Alcohol dehydrogenase (quinone), dehydrogenase subunit",1.1.5.5,adhA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K22474,"Alcohol dehydrogenase (quinone), cytochrome c subunit",1.1.5.5,adhB
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00925,Acetate kinase,2.7.2.1,ackA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00625,Phosphate acetyltransferase,2.3.1.8,"E2.3.1.8, pta"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K13788,Phosphate acetyltransferase,2.3.1.8,pta
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K15024,Putative phosphotransacetylase,2.3.1.8,
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K04020,Phosphotransacetylase,,eutD
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00873,Pyruvate kinase,2.7.1.40,"PK, pyk"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K12406,Pyruvate kinase isozymes R/L,2.7.1.40,PKLR
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K11262,Acetyl-CoA carboxylase / biotin carboxylase 1,6.4.1.2 6.3.4.14 2.1.3.15,ACACA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01946,Acetyl-CoA carboxylase / biotin carboxylase 2,6.4.1.2 6.3.4.14 2.1.3.15,ACACB
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01962,Acetyl-CoA carboxylase carboxyl transferase subunit alpha,6.4.1.2 2.1.3.15,accA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K02160,Acetyl-CoA carboxylase biotin carboxyl carrier protein,,"accB, bccP"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01961,"Acetyl-CoA carboxylase, biotin carboxylase subunit",6.4.1.2 6.3.4.14,accC
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01963,Acetyl-CoA carboxylase carboxyl transferase subunit beta,6.4.1.2 2.1.3.15,accD
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K11263,"Acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein",6.4.1.2 6.4.1.3 6.3.4.14,"bccA, pccA"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K18472,Acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit,6.4.1.2 6.4.1.3 2.1.3.15,accD6
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01512,Acylphosphatase,3.6.1.7,acyP
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00128,Aldehyde dehydrogenase (NAD+),1.2.1.3,ALDH
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K14085,Aldehyde dehydrogenase family 7 member A1,1.2.1.31 1.2.1.8 1.2.1.3,ALDH7A1
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00149,Aldehyde dehydrogenase family 9 member A1,1.2.1.47 1.2.1.3,ALDH9A1
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00138,Aldehyde dehydrogenase,1.2.1.-,aldB
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01067,Acetyl-CoA hydrolase,3.1.2.1,"E3.1.2.1, ACH1"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K18118,Succinyl-CoA:acetate CoA-transferase,2.8.3.18,"aarC, cat1"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01026,Propionate CoA-transferase,2.8.3.1,pct
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01905,Acetate---CoA ligase (ADP-forming) subunit alpha,6.2.1.13,acdA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K22224,Acetate---CoA ligase (ADP-forming) subunit beta,6.2.1.13,acdB
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K24012,Acetate---CoA ligase (ADP-forming),6.2.1.13,acdAB
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00158,Pyruvate oxidase,1.2.3.3,"E1.2.3.3, poxL"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00101,L-lactate dehydrogenase (cytochrome),1.1.2.3,lldD
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00016,L-lactate dehydrogenase,1.1.1.27,"LDH, ldh"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00156,Pyruvate dehydrogenase (quinone),1.2.5.1,poxB
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00467,Lactate 2-monooxygenase,1.13.12.4,E1.13.12.4
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K03778,D-lactate dehydrogenase,1.1.1.28,ldhA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K03777,D-lactate dehydrogenase (quinone),1.1.5.12,dld
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K21836,D-lactate dehydrogenase (acceptor),1.1.99.6,dld
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K00102,D-lactate dehydrogenase (cytochrome),1.1.2.4,"LDHD, dld"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K18930,D-lactate dehydrogenase,,dld
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K21618,(R)-2-hydroxyglutarate---pyruvate transhydrogenase,1.1.99.40,DLD3
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K17741,NADPH-dependent methylglyoxal reductase,1.1.1.283,GRE2
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K23257,Methylglyoxal/glyoxal reductase,1.1.1.283 1.1.1.-,yvgN
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K07248,Lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase,1.2.1.22 1.2.1.21,aldA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K19266,Lactaldehyde dehydrogenase,1.2.1.22,E1.2.1.22
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01759,Lactoylglutathione lyase,4.4.1.5,"GLO1, gloA"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K01069,Hydroxyacylglutathione hydrolase,3.1.2.6,"gloB, gloC, HAGH"
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K05523,D-lactate dehydratase / protein deglycase,4.2.1.130 3.5.1.124,hchA
Metabolism,Carbohydrate metabolism,Pyruvate metabolism [PATH:ko00620],K18881,D-lactate dehydratase,4.2.1.130,DJ1D
