L1,L2,L3,ID,Function,EC,Gene
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24496,Nephron,,NPHS1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24497,Phytanoyl-CoA hydroxylate-interacting protein,,PHYHIP
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24499,Uromodulin-like 1,,UMODL1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24500,Vasorin,,VASN
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K07296,Adiponectin,,"ADIPOQ, ACDC"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24211,Complement C1q and tumor necrosis factor-related protein 2,,C1QTNF2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24212,Complement C1q and tumor necrosis factor-related protein 5,,C1QTNF5
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24218,Complement C1q and tumor necrosis factor-related protein 7,,C1QTNF7
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24213,Complement C1q and tumor necrosis factor-related protein 9,,C1QTNF9
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24214,Otolin-1,,OTOL1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24235,Cerebellin,,CBLN
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K19470,Complement C1q tumor necrosis factor-related protein 1/6/8,,C1QTNF1_6_8
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24236,Complement C1q and tumor necrosis factor-related protein 3,,C1QTNF3
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24237,Complement C1q and tumor necrosis factor-related protein 4,,C1QTNF4
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K21410,Adipolin,,"C1QTNF12, FAM132A"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24381,Erythroferrone,,"ERFE, FAM132B"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24246,Emilin,,EMILIN
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24247,Multimerin,,MMRN
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24248,EMI domain-containing protein 1,,EMID1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24358,Collagen type XXVI alpha (EMI domain-containing protein 2),,"COL26A, EMID2"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24427,Spondin-1,,SPON1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24428,Spondin-2,,SPON2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24429,ADAMTS-like protein 1/3,,ADAMTSL1_3
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24430,ADAMTS-like protein 2,,ADAMTSL2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23369,ADAMTS-like protein 4,,ADAMTSL4
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24432,ADAMTS-like protein 5,,ADAMTSL5
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23377,Thrombospondin type-1 domain-containing protein 4,,"THSD4, ADAMTSL6"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24433,Thrombospondin type-1 domain-containing protein 1,,THSD1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24434,SCO-spondin,,SSPO
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24435,Isthmin,,ISM
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24436,Cartilage intermediate layer protein,,CILP
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24437,Thrombospondin-type laminin G domain and EAR repeat-containing protein,,TSEAR
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24461,Protein delta homolog 1,,DLK1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24462,Protein delta homolog 2,,"DLK2, EGFL9"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24463,Delta and Notch-like epidermal growth factor-related receptor,,DNER
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24469,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",,SVEP1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24472,Protein HEG,,HEG
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K06826,Nidogen (entactin),,NID
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24431,Oncoprotein-induced transcript 3 protein,,OPA3
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K17307,Fibulin 1/2,,FBLN1_2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K18262,EGF-containing fibulin-like extracellular matrix protein 1,,"EFEMP1, FBLN3"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K19866,EGF-containing fibulin-like extracellular matrix protein 2,,EFEMP2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K17340,Fibulin 5,,FBLN5
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K17341,Hemicentin,,HMCN
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K17342,Fibulin 7,,FBLN7
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24464,EGF-like repeat and discoidin I-like domain-containing protein 3,,EDIL3
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24465,Epidermal growth factor-like protein 7/8,,EGFL7_8
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K19559,Latent transforming growth factor beta binding protein 1,,LTBP1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K08023,Latent transforming growth factor beta binding protein 2/3/4,,LTBP2_3_4
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24466,Notch homolog 2 N-terminal-like protein,,NOTCH2NL
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24467,Vitamin K-dependent protein Z,,PROZ
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24468,"Signal peptide, CUB and EGF-like domain-containing protein 1/3",,SCUBE1_3
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24470,Insulin-responsive sequence DNA-binding protein 1,,"SNED1, IRE-BP1"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24471,Epigen,,EPGN
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24473,Teneurin,,"TENM, ODZ"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K19467,Matrilin,,MATN
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23574,Cochlin,,COCH
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24506,Vitrin,,VIT
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24507,Von Willebrand factor A domain-containing protein 1,,VWA1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24508,Von Willebrand factor A domain-containing protein 2,,VWA2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24509,Von Willebrand factor A domain-containing protein 3,,VWA3
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24510,Von Willebrand factor A domain-containing protein 5,,VWA5
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24511,Von Willebrand factor A domain-containing protein 7,,VWA7
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24512,Von Willebrand factor A domain-containing protein 8,,VWA8
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24514,Inter-alpha-trypsin inhibitor heavy chain H4,,ITIH4
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24515,Inter-alpha-trypsin inhibitor heavy chain H5,,ITIH5
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24516,Inter-alpha-trypsin inhibitor heavy chain H6,,ITIH6
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24524,Copine 1/2/3,,CPNE1_2_3
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24525,Copine 4/6/7,,CPNE4_6_7
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24523,Copine 5/8/9,,CPNE5_8_9
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24517,BMP-binding endothelial regulator protein,,BMPER
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24518,Cysteine-rich motor neuron 1 protein,,CRIM1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24519,Von Willebrand factor C and EGF domain-containing protein,,VWCE
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24520,Chordin-like protein 1,,CHRDL1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24521,Brorin,,VWC2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24522,Kielin/chordin-like protein,,KCP
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24728,Cilia- and flagella-associated protein 52,,"CFAP52, WDR16"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24729,Cilia- and flagella-associated protein 57,,"CFAP57, WDR65"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24725,Angio-associated migratory cell protein,,AAMP
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24730,Cytosolic iron-sulfur protein assembly protein CIAO1,,"CIAO1, CIA1"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24731,Dystrophia myotonica WD repeat-containing protein,,DMWD
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24732,Guanine nucleotide-binding protein subunit beta-like protein 1,,GNB1L
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24733,Leucine-rich repeat and WD repeat-containing protein 1,,LRWD1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24734,NACHT domain- and WD repeat-containing protein,,NWD
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24735,Sperm-associated antigen 16 protein,,SPAG16
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24736,WD repeat-containing protein 1 (actin-interacting protein 1),,"WDR1, AIP1"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24737,WD repeat-containing protein 6,,WDR6
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24738,WD repeat-containing protein 7,,WDR7
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24739,WD repeat-containing protein 13,,WDR13
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24740,WD repeat-containing protein 17,,WDR17
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24741,WD repeat-containing protein 20,,WDR20
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24742,WD repeat-containing protein 25,,WDR25
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24743,WD repeat-containing protein 31,,WDR31
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24744,WD repeat-containing protein 37,,WDR37
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24745,WD repeat-containing protein 38,,WDR38
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24746,WD repeat-containing protein 47,,WDR47
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24747,WD repeat-containing protein 49,,WDR49
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24748,WD repeat-containing protein 53,,WDR53
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24749,WD repeat-containing protein 54,,WDR54
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24750,WD repeat-containing protein 55,,"WDR55, JIP5"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24751,WD repeat-containing protein 64,,WDR64
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24753,WD repeat-containing protein 72,,WDR72
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24754,WD repeat-containing protein 73,,WDR73
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24756,WD repeat-containing protein 86,,WDR86
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24757,WD repeat-containing protein 88,,WDR88
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24758,WD repeat-containing protein 89,,WDR89
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24761,WD repeat-containing protein 92,,WDR92
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24762,WD repeat-containing protein 93,,WDR93
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24764,"WD repeat, SAM and U-box domain-containing protein 1",,WDSUB1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24765,Catabolite repression protein CreC,,CREC
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24774,Formin-binding protein 4,,FNBP4
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K19329,WW domain-containing oxidoreductase,,WWOX
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24775,WW domain-binding protein 1,,WBP1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K22524,WW domain-binding protein 2,,WBP2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24779,Zinc finger FYVE domain-containing protein 21,,ZFYVE21
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K19600,Tubby and related proteins,,"TUB, TULP"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24720,Tubby-related protein 4,,TULP4
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23961,Band 4.1-like protein 1/2/3,,EPB41L1_2_3
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23962,Band 4.1-like protein 4A,,"EPB41L4A, NBL4"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K21111,Band 4.1-like protein 4B,,"EPB41L4B, EHM2, LULU2"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23963,Band 4.1-like protein 5,,EPB41L5
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23954,FERM and PDZ domain-containing protein 1,,FRMPD1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23955,FERM and PDZ domain-containing protein 2,,FRMPD2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23959,FERM and PDZ domain-containing protein 3,,FRMPD3
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23956,FERM and PDZ domain-containing protein 4,,FRMPD4
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K16821,FERM domain-containing protein 1,,FRMD1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23969,FERM domain-containing protein 3/5,,FRMD3_5
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23970,FERM domain-containing protein 4,,FRMD4
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K16822,FERM domain-containing protein 6,,FRMD6
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23971,FERM domain-containing protein 7,,FRMD7
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23972,FERM domain-containing protein 8,,FRMD8
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23957,Formic-like protein,,FMNL
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23938,FH1/FH2 domain-containing protein 1,,FHOD1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23939,FH1/FH2 domain-containing protein 3,,"FHOD3, FHOS2"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23958,Inverted formin-2,,INF2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24783,Janus kinase and microtubule-interacting protein 1,,JAKMIP1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24784,Janus kinase and microtubule-interacting protein 2,,JAKMIP2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24785,Janus kinase and microtubule-interacting protein 3,,JAKMIP3
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24786,RUN domain-containing protein 1,,RUNDC1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24787,RUN domain-containing protein 3,,RUNDC3
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24682,Patched domain-containing protein,,PTCHD
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24680,Protein dispatched 1,,DISP1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24681,Protein dispatched 2,,DISP2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24683,Protein dispatched 3,,"DISP3, PTCHD2"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K19897,Fasciclin 1,,FAS1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K19519,Transforming growth factor-beta-induced protein,,"TGFBI, BIGH3"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24790,Periostin,,POSTN
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24792,CUB domain-containing protein 2,,CDCP2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24793,CUB and zona pellucida-like domain-containing protein 1,,CUZD1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24794,"Discoidin, CUB and LCCL domain-containing protein",,DCBLD
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23091,Kremen protein,,KREMEN
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24359,Membrane frizzled-related protein,,MFRP
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24360,Neuropilin and tolloid-like protein,,NETO
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24361,Procollagen C-endopeptidase enhancer,,PCOLCE
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24362,Inactive serine protease PAMR1,,PAMR1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24363,Seizure protein 6,,SEZ6
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23818,Sushi repeat-containing protein SRPX,,SRPX
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K19408,Sushi repeat-containing protein SRPX2,,SRPX2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23819,Sushi domain-containing protein 1,,SUSD1
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23820,Sushi domain-containing protein 2,,SUSD2
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23821,Sushi domain-containing protein 3,,SUSD3
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23822,Sushi domain-containing protein 4,,SUSD4
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23823,Sushi domain-containing protein 5,,SUSD5
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K23824,Sushi domain-containing protein 6,,SUSD6
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24808,BTB/POZ domain-containing protein 17,,BTBD17
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24811,BTB/POZ domain-containing protein 18,,BTBD18
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24809,Calicin,,CCIN
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24810,Inhibitor of Bruton tyrosine kinase,,IBTK
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24812,HEAT repeat-containing protein 3,,HEATR3
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24813,HEAT repeat-containing protein 4,,HEATR4
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24814,HEAT repeat-containing protein 5,,"HEATR5, LAA1"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24815,HEAT repeat-containing protein 6,,HEATR6
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24816,Maestro heat-like repeat-containing protein family member 1,,"MROH1, HEATR7A"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24817,Maestro heat-like repeat-containing protein family member 2,,"MROH2, HEATR7B"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24818,Rho family-interacting cell polarization regulator,,"RIPOR, FAM65"
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24124,Armadillo repeat-containing protein 3,,ARMC3
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24166,Armadillo repeat-containing protein 6,,ARMC6
Brite Hierarchies,Protein families: signaling and cellular processes,Domain-containing proteins not elsewhere classified [BR:ko04990],K24167,Armadillo repeat-containing protein 10,,ARMC10
