"","gtdb_f","f_spor","ID","GTDB_tax"
"4883","Lachnospiraceae",TRUE,"uvig_7522","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea scindens"
"4884","Lachnospiraceae",TRUE,"uvig_14014","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae"
"4885","Lachnospiraceae",TRUE,"uvig_255169","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens"
"4886","Lachnospiraceae",TRUE,"uvig_335041","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066085.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae"
"4887","Lachnospiraceae",TRUE,"uvig_36556","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_F/Eubacterium_F sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis"
"4888","Lachnospiraceae",TRUE,"uvig_7536","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea longicatena_B,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis"
"4889","Lachnospiraceae",TRUE,"ivig_3836","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea longicatena"
"4890","Lachnospiraceae",TRUE,"uvig_219387","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis"
"4891","Lachnospiraceae",TRUE,"uvig_135701","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_000436615.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1"
"4892","Lachnospiraceae",TRUE,"Rampelli_10010_NODE_153_length_58924_cov_25.914284","Bacteria;p__Firmicutes_A;f__Lachnospiraceae"
"4893","Lachnospiraceae",TRUE,"Han_2018_ERR1398256_NODE_1548_length_6311_cov_4.390665","Bacteria;p__Firmicutes_A;f__Lachnospiraceae"
"4894","Lachnospiraceae",TRUE,"uvig_401337","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/Eisenbergiella tayi"
"4895","Lachnospiraceae",TRUE,"uvig_112753","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae"
"4896","Lachnospiraceae",TRUE,"uvig_181575","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/GCA_000434275.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/GCA_000434275.1"
"4897","Lachnospiraceae",TRUE,"uvig_22828","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus"
"4898","Lachnospiraceae",TRUE,"uvig_432158","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans"
"4899","Lachnospiraceae",TRUE,"uvig_57816","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/NA"
"4900","Lachnospiraceae",TRUE,"uvig_16219","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B lactaris"
"4901","Lachnospiraceae",TRUE,"uvig_484041","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_000436615.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A massiliensis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1"
"4902","Lachnospiraceae",TRUE,"Ma_2019_SRR413693_NODE_602_length_48276_cov_23.697061","Bacteria;p__Firmicutes_A;f__Lachnospiraceae"
"4903","Lachnospiraceae",TRUE,"uvig_375575","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Hungatella/Hungatella hathewayi_A"
"4904","Lachnospiraceae",TRUE,"uvig_216877","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/UBA9502"
"4905","Lachnospiraceae",TRUE,"uvig_289994","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira rogosae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis"
"4906","Lachnospiraceae",TRUE,"Ma_2019_SRR413630_NODE_931_length_17920_cov_2.907641","Bacteria;p__Firmicutes_A;f__Lachnospiraceae"
"4907","Lachnospiraceae",TRUE,"uvig_322769","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii_A,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_E/Eubacterium_E hallii"
"4908","Lachnospiraceae",TRUE,"uvig_125241","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_000436615.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum"
"4909","Lachnospiraceae",TRUE,"uvig_41184","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans"
"4910","Lachnospiraceae",TRUE,"Ma_2019_SRR413773_NODE_5523_length_5349_cov_1.602191","Bacteria;p__Firmicutes_A;f__Lachnospiraceae"
"4911","Lachnospiraceae",TRUE,"uvig_438496","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/NA"
"4912","Lachnospiraceae",TRUE,"ivig_1839","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B lactaris,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis"
"4913","Lachnospiraceae",TRUE,"uvig_484109","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/NA/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia/GCA_000436935.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis"
"4914","Lachnospiraceae",TRUE,"uvig_242789","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/GCA_000433215.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis"
"4915","Lachnospiraceae",TRUE,"uvig_546444","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1"
"4916","Lachnospiraceae",TRUE,"ivig_812","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia/GCA_000436935.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Tyzzerella/Tyzzerella nexilis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/GCA_900066545.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia/GCA_000436935.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/GCA_900066555.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/GCA-900066575/GCA_900066575.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/GCA_900066545.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Agathobacter/Agathobacter rectalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus"
"4917","Lachnospiraceae",TRUE,"uvig_324294","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-156/GCA_000434315.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/GCA_000432355.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-156/GCA_000434315.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/GCA_000432355.1"
"4918","Lachnospiraceae",TRUE,"uvig_226894","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-24/CAG-24 sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia/GCA_000436935.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-24/CAG-24 sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B lactaris,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1"
"4919","Lachnospiraceae",TRUE,"uvig_227584","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B gnavus"
"4920","Lachnospiraceae",TRUE,"uvig_312945","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Anaerostipes/Anaerostipes hadrus"
"4921","Lachnospiraceae",TRUE,"uvig_138370","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/Eubacterium_G ventriosum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/Eubacterium_G ventriosum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eubacterium_G/Eubacterium_G ventriosum"
"4922","Lachnospiraceae",TRUE,"ivig_1940","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/GCA_000434655.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Clostridium_Q/GCA_000434655.1"
"4923","Lachnospiraceae",TRUE,"uvig_427675","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia/GCA_000436935.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Lachnospira/Lachnospira eligens,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus_A/Coprococcus_A catus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B faecis"
"4924","Lachnospiraceae",TRUE,"Ma_2019_SRR413559_NODE_3483_length_6801_cov_2.011118","Bacteria;p__Firmicutes_A;f__Lachnospiraceae"
"4925","Lachnospiraceae",TRUE,"uvig_194744","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae"
"4926","Lachnospiraceae",TRUE,"ivig_334","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B gnavus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B gnavus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B gnavus,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B gnavus"
"4927","Lachnospiraceae",TRUE,"uvig_207934","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia inulinivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-65/CAG-65 sp3,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-65/GCA_900066365.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-65/CAG-65 sp3"
"4928","Lachnospiraceae",TRUE,"uvig_255639","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_000436615.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA9502/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066335.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A wexlerae,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/GCA_900066085.1"
"4929","Lachnospiraceae",TRUE,"uvig_32898","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B lactaris"
"4930","Lachnospiraceae",TRUE,"uvig_166258","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_A/GCA_900066745.1"
"4931","Lachnospiraceae",TRUE,"ivig_4315","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Blautia_A/Blautia_A obeum_A"
"4932","Lachnospiraceae",TRUE,"uvig_146844","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea longicatena"
"4933","Lachnospiraceae",TRUE,"uvig_481834","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Fusicatenibacter/Fusicatenibacter saccharivorans"
"4934","Lachnospiraceae",TRUE,"ivig_2310","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Ruminococcus_B/Ruminococcus_B glycyrrhizinilyticum"
"4935","Lachnospiraceae",TRUE,"uvig_80308","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea longicatena,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea longicatena,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Roseburia/Roseburia intestinalis,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-127/CAG-127 sp2,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Coprococcus/Coprococcus sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Dorea/Dorea longicatena"
"4936","Lachnospiraceae",TRUE,"ivig_132","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/Eisenbergiella/GCF_000466465.2"
"4937","Lachnospiraceae",TRUE,"uvig_180883","Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-24/CAG-24 sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-65/GCA_900066365.1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA7182/NA,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-24/CAG-24 sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/CAG-24/CAG-24 sp1,Firmicutes/Clostridia/Lachnospirales/Lachnospiraceae/UBA7182/NA"
