"","gene_name","Temperate","Lytic","a","c","b","d","p_two_sided","OR","OR_cc","plot_OR","direction","prevalence","dataset","COGlet","fisher_test"
"19","eno",3,0,3,0,2189,136,1,Inf,0.436401004795615,1.19627367147519,"Temperate",3,"UHGV","G","SporBacil_Lifestyle"
"20","exoA",20,1,20,1,2172,135,1,1.24309392265193,0.852397391637898,0.230401916450963,"Temperate",21,"UHGV","Ph","SporBacil_Lifestyle"
"21","floT",3,6,3,6,2189,130,2.59315185369929e-06,0.029693924166286,0.032093734080489,4.96156453396625,"Lytic",9,"UHGV","S","SporBacil_Lifestyle"
"22","ftsE",4,1,4,1,2188,135,0.260101799905337,0.246800731261426,0.185743660041124,2.42861512656402,"Lytic",5,"UHGV","D","SporBacil_Lifestyle"
"23","ftsK",10,50,10,50,96,122,8.10601671477106e-05,0.254166666666667,0.263940901862207,1.92171315823854,"Lytic",60,"INPHARED","D","SporBacil_Lifestyle"
"24","ftsK",18,0,18,0,2174,136,0.620677687476238,Inf,2.32260289721775,1.21574251308473,"Temperate",18,"UHGV","D","SporBacil_Lifestyle"
"25","gerE",1,0,1,0,105,172,0.381294964028777,Inf,4.90521327014218,2.2943158636795,"Temperate",1,"INPHARED","S","SporBacil_Lifestyle"
"26","gerPF",1,0,1,0,105,172,0.381294964028777,Inf,4.90521327014218,2.2943158636795,"Temperate",1,"INPHARED","D","SporBacil_Lifestyle"
"27","gerXA",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","D","SporBacil_Lifestyle"
"28","glgA",11,0,11,0,2181,136,1,Inf,1.43914737565895,0.525214338600366,"Temperate",11,"UHGV","G","SporBacil_Lifestyle"
"29","glgC",4,0,4,0,2188,136,1,Inf,0.56134338588074,0.833044526276882,"Temperate",4,"UHGV","G","SporBacil_Lifestyle"
"30","glnQ",2,0,2,0,2190,136,1,Inf,0.311572700296736,1.68235926351574,"Temperate",2,"UHGV","V","SporBacil_Lifestyle"
"31","hepT",4,0,4,0,2188,136,1,Inf,0.56134338588074,0.833044526276882,"Temperate",4,"UHGV","H","SporBacil_Lifestyle"
"32","hspA",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","O","SporBacil_Lifestyle"
"33","htrC",5,0,5,0,2187,136,1,Inf,0.6864,0.542878542049904,"Temperate",5,"UHGV","O","SporBacil_Lifestyle"
"34","katX",1,0,1,0,105,172,0.381294964028777,Inf,4.90521327014218,2.2943158636795,"Temperate",1,"INPHARED","P","SporBacil_Lifestyle"
"35","kinB",0,1,0,1,2192,135,0.0584192439862543,0,0.0206005321170658,5.60117458669938,"Lytic",1,"UHGV","T","SporBacil_Lifestyle"
"36","ligD",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","L","SporBacil_Lifestyle"
"37","lysA",3,0,3,0,2189,136,1,Inf,0.436401004795615,1.19627367147519,"Temperate",3,"UHGV","E","SporBacil_Lifestyle"
"38","lytA",30,0,30,0,2162,136,0.416488068721302,Inf,3.85040462427746,1.94501006107129,"Temperate",30,"UHGV","Ph","SporBacil_Lifestyle"
"39","lytH",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","M","SporBacil_Lifestyle"
"40","mbl",2,0,2,0,2190,136,1,Inf,0.311572700296736,1.68235926351574,"Temperate",2,"UHGV","S","SporBacil_Lifestyle"
"41","mdfA",0,20,0,20,106,152,5.45745234789944e-05,0,0.0349249971372953,4.83959619239367,"Lytic",20,"INPHARED","D","SporBacil_Lifestyle"
"42","meeY",0,6,0,6,106,166,0.085740775771349,0,0.120260021668472,3.05577097129567,"Lytic",6,"INPHARED","P","SporBacil_Lifestyle"
"43","nadE",8,2,8,2,2184,134,0.112086130261789,0.245421245421245,0.209338521400778,2.25609028152462,"Lytic",10,"UHGV","H","SporBacil_Lifestyle"
"44","nadE",1,0,1,0,105,172,0.381294964028777,Inf,4.90521327014218,2.2943158636795,"Temperate",1,"INPHARED","H","SporBacil_Lifestyle"
"45","nrnB",16,2,16,2,2176,134,0.283657250491278,0.492647058823529,0.407856650585803,1.29386591776019,"Lytic",18,"UHGV","S","SporBacil_Lifestyle"
"46","nrnB",2,4,2,4,104,168,1,0.807692307692308,0.895800106326422,0.158751257453974,"Lytic",6,"INPHARED","S","SporBacil_Lifestyle"
"47","oppA",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","E","SporBacil_Lifestyle"
"48","parA",545,8,545,8,1647,128,1.87268552831268e-08,5.29447480267152,5.00556993662412,2.32353434437173,"Temperate",553,"UHGV","Ph","SporBacil_Lifestyle"
"49","parA",7,0,7,0,99,172,0.00103285372254633,Inf,26.0050251256281,4.7007185267304,"Temperate",7,"INPHARED","Ph","SporBacil_Lifestyle"
"50","parB",507,1,507,1,1685,135,5.4716652407481e-14,40.620178041543,27.1991496094136,4.76548964072104,"Temperate",508,"UHGV","D","SporBacil_Lifestyle"
"51","pdaA",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","S","SporBacil_Lifestyle"
"52","pghL",17,81,17,81,89,91,8.45343904896828e-08,0.214592870023582,0.219522226411214,2.18756107626633,"Lytic",98,"INPHARED","Ph","SporBacil_Lifestyle"
"53","phoR",4,0,4,0,2188,136,1,Inf,0.56134338588074,0.833044526276882,"Temperate",4,"UHGV","T","SporBacil_Lifestyle"
"54","prpE",2,0,2,0,2190,136,1,Inf,0.311572700296736,1.68235926351574,"Temperate",2,"UHGV","T","SporBacil_Lifestyle"
"55","rpoD",10,5,10,5,2182,131,0.00118008999285388,0.120073327222731,0.115026554201812,3.11996114508304,"Lytic",15,"UHGV","Ph","SporBacil_Lifestyle"
"56","rsfA",1,0,1,0,105,172,0.381294964028777,Inf,4.90521327014218,2.2943158636795,"Temperate",1,"INPHARED","S","SporBacil_Lifestyle"
"57","sigE",94,3,94,3,2098,133,0.371698405032333,1.98633619319987,1.71765546819157,0.780440685965113,"Temperate",97,"UHGV","Ph","SporBacil_Lifestyle"
"58","sigE",0,8,0,8,106,164,0.0257709328639452,0,0.0908588787627727,3.46022868774094,"Lytic",8,"INPHARED","Ph","SporBacil_Lifestyle"
"59","sigF",34,1,34,1,2158,135,0.719364315855502,2.12696941612604,1.44382673152652,0.52989761994943,"Temperate",35,"UHGV","Ph","SporBacil_Lifestyle"
"60","sigF",25,65,25,65,81,107,0.0173313283256535,0.508072174738841,0.51351098206341,0.961532964207572,"Lytic",90,"INPHARED","Ph","SporBacil_Lifestyle"
"61","sigG",61,0,61,0,2131,136,0.0476388481894908,Inf,7.87684729064039,2.97761830629516,"Temperate",61,"UHGV","Ph","SporBacil_Lifestyle"
"62","sigG",3,49,3,49,103,123,8.61442874494468e-09,0.0731127402417278,0.0843702727760699,3.56712142393665,"Lytic",52,"INPHARED","Ph","SporBacil_Lifestyle"
"63","sigH",1,0,1,0,105,172,0.381294964028777,Inf,4.90521327014218,2.2943158636795,"Temperate",1,"INPHARED","Ph","SporBacil_Lifestyle"
"64","sigH",79,29,79,29,2113,107,3.38438485608214e-13,0.137947353819541,0.137072812789453,2.86698564151882,"Lytic",108,"UHGV","Ph","SporBacil_Lifestyle"
"65","sigK",0,1,0,1,106,171,1,0,0.536776212832551,0.897607354774182,"Lytic",1,"INPHARED","Ph","SporBacil_Lifestyle"
"66","sigK",34,2,34,2,2158,134,1,1.05560704355885,0.859902710215427,0.217754653014023,"Temperate",36,"UHGV","Ph","SporBacil_Lifestyle"
"67","sleB",23,1,23,1,2169,135,1,1.43153526970954,0.97848966735807,0.0313714785063897,"Temperate",24,"UHGV","Ph","SporBacil_Lifestyle"
"68","small, acid-soluble spore protein beta (ASSP) (SASP)",1,0,1,0,105,172,0.381294964028777,Inf,4.90521327014218,2.2943158636795,"Temperate",1,"INPHARED","D","SporBacil_Lifestyle"
"69","smpB",8,0,8,0,2184,136,1,Inf,1.06225680933852,0.0871325917259743,"Temperate",8,"UHGV","O","SporBacil_Lifestyle"
"70","sodF",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","P","SporBacil_Lifestyle"
"71","soj",4,0,4,0,102,172,0.0203985542320556,Inf,15.1463414634146,3.9208974536024,"Temperate",4,"INPHARED","Ph","SporBacil_Lifestyle"
"72","soj",117,4,117,4,2075,132,0.316501512160983,1.86072289156627,1.66693433978426,0.737197277969641,"Temperate",121,"UHGV","Ph","SporBacil_Lifestyle"
"73","spo0A",136,6,136,6,2056,130,0.57731643140677,1.43320363164721,1.33260393873085,0.414248062848263,"Temperate",142,"UHGV","S","SporBacil_Lifestyle"
"74","spoIID",2,0,2,0,2190,136,1,Inf,0.311572700296736,1.68235926351574,"Temperate",2,"UHGV","M","SporBacil_Lifestyle"
"75","spoIIIAG",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","D","SporBacil_Lifestyle"
"76","spoIIID",2,1,2,1,104,171,0.559933782686612,3.28846153846154,2.73524720893142,1.45167122825814,"Temperate",3,"INPHARED","S","SporBacil_Lifestyle"
"77","spoIIID",10,1,10,1,2182,135,0.48501481208103,0.618698441796517,0.434593356242841,1.20226197510533,"Lytic",11,"UHGV","S","SporBacil_Lifestyle"
"78","spoIIIE",122,4,122,4,2070,132,0.241186177097582,1.94492753623188,1.74206445034747,0.800797999640941,"Temperate",126,"UHGV","D","SporBacil_Lifestyle"
"79","spoIIIE",7,91,7,91,99,81,9.40440276743922e-17,0.0629370629370629,0.0671389735563061,3.8967057089881,"Lytic",98,"INPHARED","D","SporBacil_Lifestyle"
"80","spoIIQ",4,2,4,2,102,170,0.206050849781379,3.33333333333333,2.99414634146341,1.58214473607368,"Temperate",6,"INPHARED","M","SporBacil_Lifestyle"
"81","spoIIQ",4,0,4,0,2188,136,1,Inf,0.56134338588074,0.833044526276882,"Temperate",4,"UHGV","M","SporBacil_Lifestyle"
"82","spoVAA",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","S","SporBacil_Lifestyle"
"83","spoVAEB",2,0,2,0,2190,136,1,Inf,0.311572700296736,1.68235926351574,"Temperate",2,"UHGV","S","SporBacil_Lifestyle"
"84","spoVAF",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","S","SporBacil_Lifestyle"
"85","spoVG",0,1,0,1,106,171,1,0,0.536776212832551,0.897607354774182,"Lytic",1,"INPHARED","D","SporBacil_Lifestyle"
"86","spoVG",19,0,19,0,2173,136,0.62300397871466,Inf,2.44927536231884,1.29235497950402,"Temperate",19,"UHGV","D","SporBacil_Lifestyle"
"87","spoVK",2,0,2,0,104,172,0.144534192140872,Inf,8.25358851674641,3.04502151447201,"Temperate",2,"INPHARED","S","SporBacil_Lifestyle"
"88","spoVS",0,2,0,2,106,170,0.526478456224191,0,0.32018779342723,1.64300978608903,"Lytic",2,"INPHARED","S","SporBacil_Lifestyle"
"89","spoVS",10,1,10,1,2182,135,0.48501481208103,0.618698441796517,0.434593356242841,1.20226197510533,"Lytic",11,"UHGV","S","SporBacil_Lifestyle"
"90","spoVT",28,0,28,0,2164,136,0.405719795971366,Inf,3.5945945945946,1.84582906987224,"Temperate",28,"UHGV","S","SporBacil_Lifestyle"
"91","spsI",1,0,1,0,105,172,0.381294964028777,Inf,4.90521327014218,2.2943158636795,"Temperate",1,"INPHARED","M","SporBacil_Lifestyle"
"92","spsI",0,1,0,1,2192,135,0.0584192439862543,0,0.0206005321170658,5.60117458669938,"Lytic",1,"UHGV","M","SporBacil_Lifestyle"
"93","sspB",0,13,0,13,106,159,0.00225250060491468,0,0.0554686141540602,4.17218450862444,"Lytic",13,"INPHARED","D","SporBacil_Lifestyle"
"94","sspC",21,0,21,0,85,172,4.17817265958826e-10,Inf,86.7543859649123,6.43886479148173,"Temperate",21,"INPHARED","D","SporBacil_Lifestyle"
"95","sspC1",6,0,6,0,2186,136,1,Inf,0.811571003887491,0.301210774020263,"Temperate",6,"UHGV","D","SporBacil_Lifestyle"
"96","sspD",0,4,0,4,106,168,0.301228188266014,0,0.175795513823683,2.50802984048629,"Lytic",4,"INPHARED","D","SporBacil_Lifestyle"
"97","tuaG",6,5,6,5,2186,131,0.000219742110014836,0.0719121683440073,0.0710766480261106,3.81448054428511,"Lytic",11,"UHGV","G","SporBacil_Lifestyle"
"98","xlyA",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","M","SporBacil_Lifestyle"
"99","xlyB",0,3,0,3,106,169,0.289717684336286,0,0.227364185110664,2.1369230791471,"Lytic",3,"INPHARED","M","SporBacil_Lifestyle"
"100","xlyB",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","M","SporBacil_Lifestyle"
"101","yaaH",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","D","SporBacil_Lifestyle"
"102","yhaX",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","S","SporBacil_Lifestyle"
"103","yhbH",0,22,0,22,106,150,1.6735058268921e-05,0,0.0314032342201356,4.99294303979581,"Lytic",22,"INPHARED","R","SporBacil_Lifestyle"
"104","yitB",514,8,514,8,1678,128,1.2025259747121e-07,4.90107270560191,4.63391683751249,2.21223215313996,"Temperate",522,"UHGV","S","SporBacil_Lifestyle"
"105","yitB",2,0,2,0,104,172,0.144534192140872,Inf,8.25358851674641,3.04502151447201,"Temperate",2,"INPHARED","S","SporBacil_Lifestyle"
"106","yjqC",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","P","SporBacil_Lifestyle"
"107","ykoQ",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","R","SporBacil_Lifestyle"
"108","ykoV",3,0,3,0,2189,136,1,Inf,0.436401004795615,1.19627367147519,"Temperate",3,"UHGV","Ph","SporBacil_Lifestyle"
"109","ylaK",11,27,11,27,2181,109,2.61604094391799e-26,0.0203610304481464,0.0209905611234972,5.57411545624297,"Lytic",38,"UHGV","R","SporBacil_Lifestyle"
"110","ylaK",2,48,2,48,104,124,1.64618695126214e-09,0.0496794871794872,0.0614117298870419,4.02534194731257,"Lytic",50,"INPHARED","R","SporBacil_Lifestyle"
"111","yloB",17,0,17,0,2175,136,0.619525232533675,Inf,2.19604688577339,1.13490885632429,"Temperate",17,"UHGV","P","SporBacil_Lifestyle"
"112","yncD",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","M","SporBacil_Lifestyle"
"113","yngK",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","S","SporBacil_Lifestyle"
"114","yoaM",2,0,2,0,2190,136,1,Inf,0.311572700296736,1.68235926351574,"Temperate",2,"UHGV","L","SporBacil_Lifestyle"
"115","yoaM",23,0,23,0,83,172,4.53431310637467e-11,Inf,97.0958083832335,6.60133711086912,"Temperate",23,"INPHARED","L","SporBacil_Lifestyle"
"116","ypeP",3,0,3,0,2189,136,1,Inf,0.436401004795615,1.19627367147519,"Temperate",3,"UHGV","L","SporBacil_Lifestyle"
"117","yqhQ",0,2,0,2,106,170,0.526478456224191,0,0.32018779342723,1.64300978608903,"Lytic",2,"INPHARED","S","SporBacil_Lifestyle"
"118","yqjB",5,0,5,0,2187,136,1,Inf,0.6864,0.542878542049904,"Temperate",5,"UHGV","M","SporBacil_Lifestyle"
"119","yrbD",4,0,4,0,2188,136,1,Inf,0.56134338588074,0.833044526276882,"Temperate",4,"UHGV","E","SporBacil_Lifestyle"
"120","yrkC",3,0,3,0,103,172,0.0544621593574301,Inf,11.6666666666667,3.54432051622381,"Temperate",3,"INPHARED","G","SporBacil_Lifestyle"
"121","ytcA",0,1,0,1,106,171,1,0,0.536776212832551,0.897607354774182,"Lytic",1,"INPHARED","M","SporBacil_Lifestyle"
"122","ytcA",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","M","SporBacil_Lifestyle"
"123","ytdA",0,1,0,1,106,171,1,0,0.536776212832551,0.897607354774182,"Lytic",1,"INPHARED","M","SporBacil_Lifestyle"
"124","ytdA",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","M","SporBacil_Lifestyle"
"125","ytlA",9,0,9,0,2183,136,1,Inf,1.18777192580719,0.248257838583183,"Temperate",9,"UHGV","P","SporBacil_Lifestyle"
"126","ytlC",3,0,3,0,2189,136,1,Inf,0.436401004795615,1.19627367147519,"Temperate",3,"UHGV","P","SporBacil_Lifestyle"
"127","ytlC",1,0,1,0,105,172,0.381294964028777,Inf,4.90521327014218,2.2943158636795,"Temperate",1,"INPHARED","P","SporBacil_Lifestyle"
"128","ytlD",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","P","SporBacil_Lifestyle"
"129","ytrA",1,0,1,0,2191,136,1,Inf,0.186858316221766,2.41998332188365,"Temperate",1,"UHGV","K","SporBacil_Lifestyle"
"130","yugT",21,0,21,0,2171,136,0.630629685446262,Inf,2.7029702970297,1.43454565816806,"Temperate",21,"UHGV","G","SporBacil_Lifestyle"
"131","yutG",1,0,1,0,105,172,0.381294964028777,Inf,4.90521327014218,2.2943158636795,"Temperate",1,"INPHARED","I","SporBacil_Lifestyle"
"132","ywqJ",22,0,22,0,84,172,1.38188589908562e-10,Inf,91.8639053254438,6.52142621171302,"Temperate",22,"INPHARED","V","SporBacil_Lifestyle"
"133","yyaC",6,0,6,0,2186,136,1,Inf,0.811571003887491,0.301210774020263,"Temperate",6,"UHGV","D","SporBacil_Lifestyle"
"134","yyaC",6,0,6,0,100,172,0.00280936212532602,Inf,22.3134328358209,4.47984057862769,"Temperate",6,"INPHARED","D","SporBacil_Lifestyle"
