"","gene_name","Temperate","Lytic","a","c","b","d","p_two_sided","OR","OR_cc","plot_OR","direction","prevalence","dataset","COGlet","fisher_test"
"174","sleL",3,0,3,0,5409,387,1,Inf,0.501432664756447,0.995872114377323,"Temperate",3,"UHGV","Ph","SporBacil_Lifestyle"
"175","small, acid-soluble spore protein beta (ASSP) (SASP)",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","D","SporBacil_Lifestyle"
"176","smpB",8,0,8,0,5404,387,1,Inf,1.21889166435378,0.285569904263993,"Temperate",8,"UHGV","O","SporBacil_Lifestyle"
"177","sodF",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","P","SporBacil_Lifestyle"
"178","soj",4,0,4,0,264,233,0.127164809382129,Inf,7.94517958412098,2.99007982903795,"Temperate",4,"INPHARED","Ph","SporBacil_Lifestyle"
"179","soj",117,4,117,4,5295,383,0.193139871541095,2.1157223796034,1.89096612427743,0.91912351835128,"Temperate",121,"UHGV","Ph","SporBacil_Lifestyle"
"180","soxR",2,1,2,1,5410,386,0.187173289137248,0.142698706099815,0.119058620583433,3.07025601041767,"Lytic",3,"UHGV","K","SporBacil_Lifestyle"
"181","splB",47,1,47,1,5365,386,0.374109187983984,3.38154706430569,2.28108595036188,1.18972080781826,"Temperate",48,"UHGV","L","SporBacil_Lifestyle"
"182","spo0A",176,6,176,6,5236,381,0.0688255571634426,2.1344537815126,1.97826645807167,0.984236759690709,"Temperate",182,"UHGV","S","SporBacil_Lifestyle"
"183","spo0E",0,1,0,1,268,232,0.465069860279441,0,0.288640595903166,1.79265387271118,"Lytic",1,"INPHARED","S","SporBacil_Lifestyle"
"184","spo0J",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","D","SporBacil_Lifestyle"
"185","spo0J",149,2,149,2,5263,385,0.00419086463855559,5.44983849515485,4.37976631518951,2.13085389610245,"Temperate",151,"UHGV","D","SporBacil_Lifestyle"
"186","spoIID",2,0,2,0,5410,387,1,Inf,0.35809999075871,1.48156561345976,"Temperate",2,"UHGV","M","SporBacil_Lifestyle"
"187","spoIIE",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","D","SporBacil_Lifestyle"
"188","spoIIIAG",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","D","SporBacil_Lifestyle"
"189","spoIIID",2,2,2,2,266,231,1,0.868421052631579,0.868667917448405,0.20312333949894,"Lytic",4,"INPHARED","S","SporBacil_Lifestyle"
"190","spoIIID",10,1,10,1,5402,386,0.532526969804515,0.714550166604961,0.50078667283665,0.997731925764418,"Lytic",11,"UHGV","S","SporBacil_Lifestyle"
"191","spoIIIE",135,4,135,4,5277,383,0.0826548601015917,2.44954519613417,2.18808358334649,1.12966784917997,"Temperate",139,"UHGV","D","SporBacil_Lifestyle"
"192","spoIIIE",7,91,7,91,261,142,4.00051197173395e-27,0.0418508694370763,0.0446666457699903,4.48465826987036,"Lytic",98,"INPHARED","D","SporBacil_Lifestyle"
"193","spoIIQ",10,0,10,0,5402,387,1,Inf,1.50624710782045,0.590958471193491,"Temperate",10,"UHGV","Ph","SporBacil_Lifestyle"
"194","spoIIQ",7,2,7,2,261,231,0.185399999428103,3.09770114942529,2.65583173996176,1.40916374773445,"Temperate",9,"INPHARED","Ph","SporBacil_Lifestyle"
"195","spoIVCA",1624,19,1624,19,3788,368,8.84740585819978e-34,8.30367365086422,8.10317661749627,3.01848758600912,"Temperate",1643,"UHGV","Ph","SporBacil_Lifestyle"
"196","spoIVCA",60,0,60,0,208,233,1.99833594908224e-18,Inf,135.508393285372,7.08223840353959,"Temperate",60,"INPHARED","Ph","SporBacil_Lifestyle"
"197","spore maturation protein CgeB",2,0,2,0,5410,387,1,Inf,0.35809999075871,1.48156561345976,"Temperate",2,"UHGV","D","SporBacil_Lifestyle"
"198","spoVAA",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","S","SporBacil_Lifestyle"
"199","spoVAEB",2,0,2,0,5410,387,1,Inf,0.35809999075871,1.48156561345976,"Temperate",2,"UHGV","S","SporBacil_Lifestyle"
"200","spoVAF",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","S","SporBacil_Lifestyle"
"201","spoVG",19,0,19,0,5393,387,0.633794596300336,Inf,2.80198386947251,1.48644865045146,"Temperate",19,"UHGV","D","SporBacil_Lifestyle"
"202","spoVG",0,6,0,6,268,227,0.00977188545003859,0,0.0651769087523277,3.93949526104045,"Lytic",6,"INPHARED","D","SporBacil_Lifestyle"
"203","spoVK",4,0,4,0,5408,387,1,Inf,0.644818341499492,0.633035313778898,"Temperate",4,"UHGV","S","SporBacil_Lifestyle"
"204","spoVK",2,0,2,0,266,233,0.501445109780439,Inf,4.38086303939962,2.13121511183785,"Temperate",2,"INPHARED","S","SporBacil_Lifestyle"
"205","spoVS",10,6,10,6,5402,381,0.000383007669076242,0.11754905590522,0.114071120919802,3.13199450027467,"Lytic",16,"UHGV","S","SporBacil_Lifestyle"
"206","spoVS",0,2,0,2,268,231,0.215792415169661,0,0.17243947858473,2.53583798961254,"Lytic",2,"INPHARED","S","SporBacil_Lifestyle"
"207","spoVT",29,0,29,0,5383,387,0.258584479686323,Inf,4.24677254574162,2.08636684098621,"Temperate",29,"UHGV","S","SporBacil_Lifestyle"
"208","spoVT",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","S","SporBacil_Lifestyle"
"209","sprB",2,0,2,0,266,233,0.501445109780439,Inf,4.38086303939962,2.13121511183785,"Temperate",2,"INPHARED","0","SporBacil_Lifestyle"
"210","spsI",0,1,0,1,5412,386,0.0667356440765648,0,0.0238029253271747,5.39271730129776,"Lytic",1,"UHGV","M","SporBacil_Lifestyle"
"211","spsI",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","M","SporBacil_Lifestyle"
"212","srfAA",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","Q","SporBacil_Lifestyle"
"213","sspB",0,13,0,13,268,220,3.96152782022896e-05,0,0.0304158907510863,5.03903093459136,"Lytic",13,"INPHARED","D","SporBacil_Lifestyle"
"214","sspC",21,0,21,0,247,233,1.41031142953833e-06,Inf,40.5676767676768,5.34225877944479,"Temperate",21,"INPHARED","D","SporBacil_Lifestyle"
"215","sspC1",6,0,6,0,5406,387,1,Inf,0.931748820863775,0.101987006675186,"Temperate",6,"UHGV","D","SporBacil_Lifestyle"
"216","sspD",0,4,0,4,268,229,0.0461366549080654,0,0.0949720670391061,3.39635293601392,"Lytic",4,"INPHARED","D","SporBacil_Lifestyle"
"217","sub1",4,0,4,0,264,233,0.127164809382129,Inf,7.94517958412098,2.99007982903795,"Temperate",4,"INPHARED","0","SporBacil_Lifestyle"
"218","subtilisin BL (EC 3.4.21.62) (Alkaline protease)",6,0,6,0,5406,387,1,Inf,0.931748820863775,0.101987006675186,"Temperate",6,"UHGV","O","SporBacil_Lifestyle"
"219","subtilisin Savinase (EC 3.4.21.62) (Alkaline protease)",3,0,3,0,5409,387,1,Inf,0.501432664756447,0.995872114377323,"Temperate",3,"UHGV","O","SporBacil_Lifestyle"
"220","swsB",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","Ph","SporBacil_Lifestyle"
"221","tauA",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","P","SporBacil_Lifestyle"
"222","tauA",0,6,0,6,5412,381,8.51838828797143e-08,0,0.00542192218866584,7.52697987580801,"Lytic",6,"UHGV","P","SporBacil_Lifestyle"
"223","tauC",0,7,0,7,5412,380,5.60246148406201e-09,0,0.00468668206312548,7.73721735660642,"Lytic",7,"UHGV","P","SporBacil_Lifestyle"
"224","tauC",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","P","SporBacil_Lifestyle"
"225","tauE",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","P","SporBacil_Lifestyle"
"226","tepA",30,0,30,0,5382,387,0.261604222164672,Inf,4.39154667905249,2.13472913866989,"Temperate",30,"UHGV","Ph","SporBacil_Lifestyle"
"227","tesA",1,1,1,1,267,232,1,0.868913857677903,0.869158878504673,0.202308175293116,"Lytic",2,"INPHARED","S","SporBacil_Lifestyle"
"228","tesA",100,27,100,27,5312,360,4.45846538347536e-08,0.251004016064257,0.247993155080214,2.0116277939047,"Lytic",127,"UHGV","S","SporBacil_Lifestyle"
"229","trxA",4,1,4,1,264,232,0.378627050893746,3.51515151515152,2.63705103969754,1.39892549460252,"Temperate",5,"INPHARED","O","SporBacil_Lifestyle"
"230","trxA",0,1,0,1,5412,386,0.0667356440765648,0,0.0238029253271747,5.39271730129776,"Lytic",1,"UHGV","O","SporBacil_Lifestyle"
"231","tuaG",6,5,6,5,5406,382,0.000425842996186545,0.0847946725860155,0.0836114777666613,3.58015518789407,"Lytic",11,"UHGV","G","SporBacil_Lifestyle"
"232","ugd",0,1,0,1,5412,386,0.0667356440765648,0,0.0238029253271747,5.39271730129776,"Lytic",1,"UHGV","M","SporBacil_Lifestyle"
"233","uhpC",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","G","SporBacil_Lifestyle"
"234","wcaE",9,1,9,1,5403,386,0.499037139614649,0.642976124375347,0.453008852287098,1.14238885250566,"Lytic",10,"UHGV","G","SporBacil_Lifestyle"
"235","xlyA",41,1,41,1,5371,386,0.525859237968025,2.94656488549618,1.99072264109963,0.993292230508935,"Temperate",42,"UHGV","Ph","SporBacil_Lifestyle"
"236","xlyA",4,11,4,11,264,222,0.0384663175624098,0.305785123966942,0.329169063861264,1.60309934087497,"Lytic",15,"INPHARED","Ph","SporBacil_Lifestyle"
"237","xlyB",138,0,138,0,5274,387,9.87159393367519e-05,Inf,20.3502701677884,4.34697604255536,"Temperate",138,"UHGV","Ph","SporBacil_Lifestyle"
"238","xlyB",8,4,8,4,260,229,0.39620026520313,1.76153846153846,1.66410748560461,0.734748620943327,"Temperate",12,"INPHARED","Ph","SporBacil_Lifestyle"
"239","yaaH",0,1,0,1,268,232,0.465069860279441,0,0.288640595903166,1.79265387271118,"Lytic",1,"INPHARED","Ph","SporBacil_Lifestyle"
"240","yaaH",29,0,29,0,5383,387,0.258584479686323,Inf,4.24677254574162,2.08636684098621,"Temperate",29,"UHGV","Ph","SporBacil_Lifestyle"
"241","yajL",4,0,4,0,5408,387,1,Inf,0.644818341499492,0.633035313778898,"Temperate",4,"UHGV","V","SporBacil_Lifestyle"
"242","yclG",17,96,17,96,251,137,1.4485905106963e-21,0.0966550464807437,0.0991460563046591,3.33430080171662,"Lytic",113,"INPHARED","0","SporBacil_Lifestyle"
"243","yhaM",4,5,4,5,5408,382,0.000129929765333056,0.056508875739645,0.0578634640759075,4.11120349499778,"Lytic",9,"UHGV","J","SporBacil_Lifestyle"
"244","yhaX",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","S","SporBacil_Lifestyle"
"245","yhbB",18,0,18,0,250,233,1.04924026565296e-05,Inf,34.4890219560878,5.1080653121434,"Temperate",18,"INPHARED","D","SporBacil_Lifestyle"
"246","yhbH",0,22,0,22,268,211,2.78044652287336e-08,0,0.0175046554934823,5.83611752119514,"Lytic",22,"INPHARED","R","SporBacil_Lifestyle"
"247","yhcF",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","K","SporBacil_Lifestyle"
"248","yhfA",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","0","SporBacil_Lifestyle"
"249","yhxC",1,1,1,1,5411,386,0.129028383942445,0.0713361670670856,0.071421971726878,3.80748822721278,"Lytic",2,"UHGV","C","SporBacil_Lifestyle"
"250","yitB",529,8,529,8,4883,379,5.8251786860715e-09,5.13237251689535,4.84091689301911,2.27528032678328,"Temperate",537,"UHGV","S","SporBacil_Lifestyle"
"251","yitB",2,0,2,0,266,233,0.501445109780439,Inf,4.38086303939962,2.13121511183785,"Temperate",2,"INPHARED","S","SporBacil_Lifestyle"
"252","yitT",3,0,3,0,5409,387,1,Inf,0.501432664756447,0.995872114377323,"Temperate",3,"UHGV","S","SporBacil_Lifestyle"
"253","yjbA",0,40,0,40,268,193,7.10558579036214e-15,0,0.00889716532174633,6.81243852472563,"Lytic",40,"INPHARED","D","SporBacil_Lifestyle"
"254","yjqC",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","P","SporBacil_Lifestyle"
"255","ykoQ",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","R","SporBacil_Lifestyle"
"256","ykoT",3,0,3,0,5409,387,1,Inf,0.501432664756447,0.995872114377323,"Temperate",3,"UHGV","0","SporBacil_Lifestyle"
"257","ykoV",3,0,3,0,5409,387,1,Inf,0.501432664756447,0.995872114377323,"Temperate",3,"UHGV","Ph","SporBacil_Lifestyle"
"258","ykwD",3,0,3,0,5409,387,1,Inf,0.501432664756447,0.995872114377323,"Temperate",3,"UHGV","S","SporBacil_Lifestyle"
"259","ylaK",2,131,2,131,266,102,1.29229735356192e-52,0.00585433048269529,0.00731207955542556,7.09550251765867,"Lytic",133,"INPHARED","R","SporBacil_Lifestyle"
"260","ylaK",11,31,11,31,5401,356,2.45859047897423e-28,0.0233887392418369,0.0240953056837533,5.37510408591045,"Lytic",42,"UHGV","R","SporBacil_Lifestyle"
"261","yloB",17,0,17,0,5395,387,0.623783589445756,Inf,2.51366879807247,1.32979457225003,"Temperate",17,"UHGV","P","SporBacil_Lifestyle"
"262","yncD",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","M","SporBacil_Lifestyle"
"263","yngK",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","S","SporBacil_Lifestyle"
"264","yoaM",2,0,2,0,5410,387,1,Inf,0.35809999075871,1.48156561345976,"Temperate",2,"UHGV","L","SporBacil_Lifestyle"
"265","yoaM",23,0,23,0,245,233,3.68320278260137e-07,Inf,44.7026476578411,5.48228837707261,"Temperate",23,"INPHARED","L","SporBacil_Lifestyle"
"266","yoaW",3,0,3,0,265,233,0.252167664670659,Inf,6.1563088512241,2.62206561096311,"Temperate",3,"INPHARED","0","SporBacil_Lifestyle"
"267","ypeB",2,0,2,0,5410,387,1,Inf,0.35809999075871,1.48156561345976,"Temperate",2,"UHGV","D","SporBacil_Lifestyle"
"268","ypeP",129,48,129,48,5283,339,5.28428915531056e-18,0.172451731970471,0.171571874704268,2.54311501961557,"Lytic",177,"UHGV","Ph","SporBacil_Lifestyle"
"269","ypeP",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","Ph","SporBacil_Lifestyle"
"270","yqaN",431,26,431,26,4981,361,0.434664475080281,1.20141923926305,1.18163431110202,0.240783623343009,"Temperate",457,"UHGV","Ph","SporBacil_Lifestyle"
"271","yqaN",21,1,21,1,247,232,2.6060946231736e-05,19.7246963562753,13.4646464646465,3.75110444500936,"Temperate",22,"INPHARED","Ph","SporBacil_Lifestyle"
"272","yqhH",117,54,117,54,5295,333,1.16149349676717e-23,0.136260623229462,0.135778257287865,2.88067562130168,"Lytic",171,"UHGV","Ph","SporBacil_Lifestyle"
"273","yqhH",6,8,6,8,262,225,0.431597657639646,0.644083969465649,0.656918767507003,0.606213112407351,"Lytic",14,"INPHARED","Ph","SporBacil_Lifestyle"
"274","yqhQ",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","S","SporBacil_Lifestyle"
"275","yqhQ",0,2,0,2,268,231,0.215792415169661,0,0.17243947858473,2.53583798961254,"Lytic",2,"INPHARED","S","SporBacil_Lifestyle"
"276","yqjB",7,0,7,0,5405,387,1,Inf,1.07529368236056,0.104730740019951,"Temperate",7,"UHGV","M","SporBacil_Lifestyle"
"277","yrbD",4,0,4,0,5408,387,1,Inf,0.644818341499492,0.633035313778898,"Temperate",4,"UHGV","E","SporBacil_Lifestyle"
"278","yrkC",3,0,3,0,265,233,0.252167664670659,Inf,6.1563088512241,2.62206561096311,"Temperate",3,"INPHARED","G","SporBacil_Lifestyle"
"279","ysfB",2,1,2,1,5410,386,0.187173289137248,0.142698706099815,0.119058620583433,3.07025601041767,"Lytic",3,"UHGV","S","SporBacil_Lifestyle"
"280","ytcA",0,1,0,1,268,232,0.465069860279441,0,0.288640595903166,1.79265387271118,"Lytic",1,"INPHARED","M","SporBacil_Lifestyle"
"281","ytcA",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","M","SporBacil_Lifestyle"
"282","ytdA",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","M","SporBacil_Lifestyle"
"283","ytdA",0,1,0,1,268,232,0.465069860279441,0,0.288640595903166,1.79265387271118,"Lytic",1,"INPHARED","M","SporBacil_Lifestyle"
"284","ytkC",1,1,1,1,267,232,1,0.868913857677903,0.869158878504673,0.202308175293116,"Lytic",2,"INPHARED","Ph","SporBacil_Lifestyle"
"285","ytkC",2,0,2,0,5410,387,1,Inf,0.35809999075871,1.48156561345976,"Temperate",2,"UHGV","Ph","SporBacil_Lifestyle"
"286","ytlA",25,0,25,0,5387,387,0.408258606426191,Inf,3.66821345707657,1.87507759326927,"Temperate",25,"UHGV","0","SporBacil_Lifestyle"
"287","ytlC",3,0,3,0,5409,387,1,Inf,0.501432664756447,0.995872114377323,"Temperate",3,"UHGV","P","SporBacil_Lifestyle"
"288","ytlC",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","P","SporBacil_Lifestyle"
"289","ytlD",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","P","SporBacil_Lifestyle"
"290","ytrA",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","K","SporBacil_Lifestyle"
"291","ytxC",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","D","SporBacil_Lifestyle"
"292","yugO",38,0,38,0,5374,387,0.177822768091059,Inf,5.55167922597451,2.47292421192461,"Temperate",38,"UHGV","J","SporBacil_Lifestyle"
"293","yugT",21,0,21,0,5391,387,0.39521165442546,Inf,3.09051284429194,1.62784626095331,"Temperate",21,"UHGV","G","SporBacil_Lifestyle"
"294","yuiC",15,2,15,2,5397,385,0.315216367778223,0.535019455252918,0.442816118573414,1.17522035749532,"Lytic",17,"UHGV","S","SporBacil_Lifestyle"
"295","yuiC",1,91,1,91,267,142,2.73666374025694e-34,0.00584434292299461,0.00873295541596446,6.83931430979929,"Lytic",92,"INPHARED","S","SporBacil_Lifestyle"
"296","yutG",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","I","SporBacil_Lifestyle"
"297","yvdQ",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","0","SporBacil_Lifestyle"
"298","ywaF",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","S","SporBacil_Lifestyle"
"299","ywjD",1,1,1,1,267,232,1,0.868913857677903,0.869158878504673,0.202308175293116,"Lytic",2,"INPHARED","Ph","SporBacil_Lifestyle"
"300","ywqJ",22,0,22,0,246,233,7.21132396624434e-07,Inf,42.6267748478702,5.41368799966143,"Temperate",22,"INPHARED","V","SporBacil_Lifestyle"
"301","yxjF",2,0,2,0,5410,387,1,Inf,0.35809999075871,1.48156561345976,"Temperate",2,"UHGV","C","SporBacil_Lifestyle"
"302","yyaC",6,0,6,0,262,233,0.0325940881072853,Inf,11.5638095238095,3.53154484529727,"Temperate",6,"INPHARED","D","SporBacil_Lifestyle"
"303","yyaC",11,0,11,0,5401,387,1,Inf,1.65000462834398,0.722470071307176,"Temperate",11,"UHGV","D","SporBacil_Lifestyle"
"304","yycO",1,14,1,14,267,219,0.000225125568421547,0.0585874799357945,0.0848855945858846,3.55833644615957,"Lytic",15,"INPHARED","S","SporBacil_Lifestyle"
