"","gene_name","Temperate","Lytic","a","c","b","d","p_two_sided","OR","OR_cc","plot_OR","direction","prevalence","dataset","COGlet","fisher_test"
"50","cwlJ, sleB",0,1,0,1,5412,386,0.0667356440765648,0,0.0238029253271747,5.39271730129776,"Lytic",1,"UHGV","Ph","SporBacil_Lifestyle"
"51","cwlK",124,0,124,0,5288,387,0.000350594592800847,Inf,18.2447764016262,4.18941156500725,"Temperate",124,"UHGV","Ph","SporBacil_Lifestyle"
"52","cwlK",8,4,8,4,260,229,0.39620026520313,1.76153846153846,1.66410748560461,0.734748620943327,"Temperate",12,"INPHARED","Ph","SporBacil_Lifestyle"
"53","cysD",316,21,316,21,5096,366,0.82234975691742,1.08073559093967,1.05861295599579,0.0821752158363234,"Temperate",337,"UHGV","S","SporBacil_Lifestyle"
"54","cysD",8,10,8,10,260,223,0.477272824701483,0.686153846153846,0.694543460378393,0.525863122623611,"Lytic",18,"INPHARED","S","SporBacil_Lifestyle"
"55","cysE",5,0,5,0,5407,387,1,Inf,0.788257050392973,0.343261926050444,"Temperate",5,"UHGV","E","SporBacil_Lifestyle"
"56","dacB",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","M","SporBacil_Lifestyle"
"57","dacF",6,0,6,0,5406,387,1,Inf,0.931748820863775,0.101987006675186,"Temperate",6,"UHGV","M","SporBacil_Lifestyle"
"58","dhhP",4,14,4,14,5408,373,6.64392330390845e-14,0.0197062552831784,0.0214317820289264,5.54410437627883,"Lytic",18,"UHGV","S","SporBacil_Lifestyle"
"59","dhhP",0,1,0,1,268,232,0.465069860279441,0,0.288640595903166,1.79265387271118,"Lytic",1,"INPHARED","S","SporBacil_Lifestyle"
"60","dipeptidyl-peptidase 6 (EC 3.4.22.-) (Dipeptidyl-peptidase VI) (DPP VI) (Endopeptidase II) (Gamma-D-glutamyl-L-diamino acid endopeptidase II) (Gamma-D-glutamyl-MESO-diaminopimelate peptidase II)",11,0,11,0,5401,387,1,Inf,1.65000462834398,0.722470071307176,"Temperate",11,"UHGV","Ph","SporBacil_Lifestyle"
"61","dipeptidyl-peptidase 6 (EC 3.4.22.-) (Dipeptidyl-peptidase VI) (DPP VI) (Endopeptidase II) (Gamma-D-glutamyl-L-diamino acid endopeptidase II) (Gamma-D-glutamyl-MESO-diaminopimelate peptidase II)",2,0,2,0,266,233,0.501445109780439,Inf,4.38086303939962,2.13121511183785,"Temperate",2,"INPHARED","Ph","SporBacil_Lifestyle"
"62","dnaX",23,12,23,12,5389,375,1.34718450493979e-06,0.133373538689924,0.130984321365618,2.93253396130614,"Lytic",35,"UHGV","Ph","SporBacil_Lifestyle"
"63","ecsA",4,0,4,0,5408,387,1,Inf,0.644818341499492,0.633035313778898,"Temperate",4,"UHGV","V","SporBacil_Lifestyle"
"64","endoA",124,33,124,33,5288,354,1.80272860309693e-09,0.251547242470087,0.249119816442041,2.00508830837261,"Lytic",157,"UHGV","V","SporBacil_Lifestyle"
"65","endoA",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","V","SporBacil_Lifestyle"
"66","eno",3,0,3,0,5409,387,1,Inf,0.501432664756447,0.995872114377323,"Temperate",3,"UHGV","G","SporBacil_Lifestyle"
"67","exoA",20,1,20,1,5392,386,1,1.43175074183976,0.979539483851028,0.0298244482260415,"Temperate",21,"UHGV","Ph","SporBacil_Lifestyle"
"68","exuR",4,0,4,0,5408,387,1,Inf,0.644818341499492,0.633035313778898,"Temperate",4,"UHGV","Ph","SporBacil_Lifestyle"
"69","fabH",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","I","SporBacil_Lifestyle"
"70","floT",3,6,3,6,5409,381,6.0134371058536e-06,0.0352190793122574,0.0379745035443344,4.71882508584549,"Lytic",9,"UHGV","S","SporBacil_Lifestyle"
"71","ftsE",2,0,2,0,266,233,0.501445109780439,Inf,4.38086303939962,2.13121511183785,"Temperate",2,"INPHARED","M","SporBacil_Lifestyle"
"72","ftsE",11,1,11,1,5401,386,0.563783373171076,0.786150712830957,0.548582183961245,0.866220325650732,"Lytic",12,"UHGV","M","SporBacil_Lifestyle"
"73","ftsI",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","S","SporBacil_Lifestyle"
"74","ftsK",33,0,33,0,5379,387,0.167116252710256,Inf,4.82619202528116,2.270885318871,"Temperate",33,"UHGV","D","SporBacil_Lifestyle"
"75","ftsK",40,55,40,55,228,178,0.0162392158929446,0.567783094098884,0.570051451889526,0.810835954494451,"Lytic",95,"INPHARED","D","SporBacil_Lifestyle"
"76","gamma-D-glutamyl-L-diamino acid endopeptidase 1 (EC 3.4.19.11) (Endopeptidase I) (Gamma-D-glutamyl-L-diamino acid endopeptidase I) (Gamma-D-glutamyl-meso-diaminopimelate peptidase I)",0,1,0,1,268,232,0.465069860279441,0,0.288640595903166,1.79265387271118,"Lytic",1,"INPHARED","Ph","SporBacil_Lifestyle"
"77","gerE",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","S","SporBacil_Lifestyle"
"78","gerE",3,0,3,0,5409,387,1,Inf,0.501432664756447,0.995872114377323,"Temperate",3,"UHGV","S","SporBacil_Lifestyle"
"79","gerPF",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","D","SporBacil_Lifestyle"
"80","gerXA",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","D","SporBacil_Lifestyle"
"81","glgA",12,0,12,0,5400,387,1,Inf,1.79381538746412,0.843031421307985,"Temperate",12,"UHGV","G","SporBacil_Lifestyle"
"82","glgC",4,0,4,0,5408,387,1,Inf,0.644818341499492,0.633035313778898,"Temperate",4,"UHGV","G","SporBacil_Lifestyle"
"83","glmS",1,2,1,2,5411,385,0.0127385735528381,0.0355756791720569,0.0427423080476762,4.5481913753888,"Lytic",3,"UHGV","M","SporBacil_Lifestyle"
"84","glnQ",4,1,4,1,5408,386,0.292103420098767,0.285502958579882,0.214384764722197,2.22172571073681,"Lytic",5,"UHGV","V","SporBacil_Lifestyle"
"85","glnQ",4,0,4,0,264,233,0.127164809382129,Inf,7.94517958412098,2.99007982903795,"Temperate",4,"INPHARED","V","SporBacil_Lifestyle"
"86","gumC",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","M","SporBacil_Lifestyle"
"87","hepT",4,0,4,0,5408,387,1,Inf,0.644818341499492,0.633035313778898,"Temperate",4,"UHGV","H","SporBacil_Lifestyle"
"88","hspA",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","O","SporBacil_Lifestyle"
"89","htrC",5,0,5,0,5407,387,1,Inf,0.788257050392973,0.343261926050444,"Temperate",5,"UHGV","O","SporBacil_Lifestyle"
"90","ibpA",2,1,2,1,5410,386,0.187173289137248,0.142698706099815,0.119058620583433,3.07025601041767,"Lytic",3,"UHGV","O","SporBacil_Lifestyle"
"91","ispA",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","H","SporBacil_Lifestyle"
"92","kapD",2,0,2,0,5410,387,1,Inf,0.35809999075871,1.48156561345976,"Temperate",2,"UHGV","T","SporBacil_Lifestyle"
"93","katX",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","P","SporBacil_Lifestyle"
"94","kinB",0,1,0,1,5412,386,0.0667356440765648,0,0.0238029253271747,5.39271730129776,"Lytic",1,"UHGV","T","SporBacil_Lifestyle"
"95","kinE",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","T","SporBacil_Lifestyle"
"96","ldhA",5,0,5,0,5407,387,1,Inf,0.788257050392973,0.343261926050444,"Temperate",5,"UHGV","S","SporBacil_Lifestyle"
"97","leuA",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","E","SporBacil_Lifestyle"
"98","lexA",666,38,666,38,4746,349,0.170335961211106,1.2888083039457,1.27471506687771,0.350174801953256,"Temperate",704,"UHGV","Ph","SporBacil_Lifestyle"
"99","ligD",23,0,23,0,245,233,3.68320278260137e-07,Inf,44.7026476578411,5.48228837707261,"Temperate",23,"INPHARED","Ph","SporBacil_Lifestyle"
"100","ligD",6,0,6,0,5406,387,1,Inf,0.931748820863775,0.101987006675186,"Temperate",6,"UHGV","Ph","SporBacil_Lifestyle"
"101","lrp",2,0,2,0,5410,387,1,Inf,0.35809999075871,1.48156561345976,"Temperate",2,"UHGV","K","SporBacil_Lifestyle"
"102","lysA",5,0,5,0,5407,387,1,Inf,0.788257050392973,0.343261926050444,"Temperate",5,"UHGV","E","SporBacil_Lifestyle"
"103","lysM",14,6,14,6,5398,381,0.00147458468544083,0.164690626157836,0.157643504962205,2.66526236382487,"Lytic",20,"UHGV","M","SporBacil_Lifestyle"
"104","lysX",0,2,0,2,5412,385,0.00444290421068543,0,0.0142448036951501,6.13342044947378,"Lytic",2,"UHGV","S","SporBacil_Lifestyle"
"105","lytA",332,5,332,5,5080,382,8.04394085372607e-06,4.99307086614173,4.55149367904018,2.18634007711596,"Temperate",337,"UHGV","Ph","SporBacil_Lifestyle"
"106","lytA",4,0,4,0,264,233,0.127164809382129,Inf,7.94517958412098,2.99007982903795,"Temperate",4,"INPHARED","Ph","SporBacil_Lifestyle"
"107","lytH",2,0,2,0,5410,387,1,Inf,0.35809999075871,1.48156561345976,"Temperate",2,"UHGV","0","SporBacil_Lifestyle"
"108","marR",13,0,13,0,5399,387,1,Inf,1.93767941476063,0.954329899445806,"Temperate",13,"UHGV","K","SporBacil_Lifestyle"
"109","mbl",2,0,2,0,5410,387,1,Inf,0.35809999075871,1.48156561345976,"Temperate",2,"UHGV","S","SporBacil_Lifestyle"
"110","mdfA",0,20,0,20,268,213,1.42162612543406e-07,0,0.0193941045555707,5.68823802298301,"Lytic",20,"INPHARED","D","SporBacil_Lifestyle"
"111","meeY",0,6,0,6,268,227,0.00977188545003859,0,0.0651769087523277,3.93949526104045,"Lytic",6,"INPHARED","P","SporBacil_Lifestyle"
"112","mgtA",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","P","SporBacil_Lifestyle"
"113","mreB",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","S","SporBacil_Lifestyle"
"114","mutT",4,1,4,1,5408,386,0.292103420098767,0.285502958579882,0.214384764722197,2.22172571073681,"Lytic",5,"UHGV","V","SporBacil_Lifestyle"
"115","mutT",0,2,0,2,268,231,0.215792415169661,0,0.17243947858473,2.53583798961254,"Lytic",2,"INPHARED","V","SporBacil_Lifestyle"
"116","nadE",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","H","SporBacil_Lifestyle"
"117","nadE",13,10,13,10,5399,377,8.14239080948057e-07,0.0907760696425264,0.0898892754620137,3.47570718928211,"Lytic",23,"UHGV","H","SporBacil_Lifestyle"
"118","nrnB",16,2,16,2,5396,385,0.340332164124459,0.570793180133432,0.471472250532753,1.08475523426674,"Lytic",18,"UHGV","S","SporBacil_Lifestyle"
"119","nrnB",2,4,2,4,266,229,0.423709055805334,0.430451127819549,0.478424015009381,1.06363828590032,"Lytic",6,"INPHARED","S","SporBacil_Lifestyle"
"120","nucB",0,11,0,11,268,222,0.000193473906690526,0,0.0360294712978706,4.79467870818867,"Lytic",11,"INPHARED","0","SporBacil_Lifestyle"
"121","obg",2,0,2,0,5410,387,1,Inf,0.35809999075871,1.48156561345976,"Temperate",2,"UHGV","J","SporBacil_Lifestyle"
"122","oppA",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","E","SporBacil_Lifestyle"
"123","oppF",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","V","SporBacil_Lifestyle"
"124","parA",545,8,545,8,4867,379,2.79460302661833e-09,5.30498767207725,5.00358923230309,2.32296335688108,"Temperate",553,"UHGV","Ph","SporBacil_Lifestyle"
"125","parA",7,0,7,0,261,233,0.0165608789764796,Inf,13.3938814531549,3.74350219907124,"Temperate",7,"INPHARED","Ph","SporBacil_Lifestyle"
"126","parA, soj",12,0,12,0,256,233,0.000575974449612608,Inf,22.7582846003899,4.50831991387733,"Temperate",12,"INPHARED","Ph","SporBacil_Lifestyle"
"127","parB",638,5,638,5,4774,382,1.71604886285312e-14,10.2101382488479,9.30040270756576,3.21729318628836,"Temperate",643,"UHGV","D","SporBacil_Lifestyle"
"128","pbpE",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","Ph","SporBacil_Lifestyle"
"129","pcrA",23,11,23,11,5389,376,7.16479458247068e-06,0.14588640159247,0.142753421508005,2.80840277043077,"Lytic",34,"UHGV","Ph","SporBacil_Lifestyle"
"130","pcrA",2,2,2,2,266,231,1,0.868421052631579,0.868667917448405,0.20312333949894,"Lytic",4,"INPHARED","Ph","SporBacil_Lifestyle"
"131","pdaA",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","S","SporBacil_Lifestyle"
"132","pghL",17,81,17,81,251,152,4.81327946625487e-16,0.127096552063352,0.130200392735611,2.94119429464139,"Lytic",98,"INPHARED","Ph","SporBacil_Lifestyle"
"133","pGRP",133,5,133,5,5279,382,0.168242691810811,1.92483424891078,1.75856012535622,0.814394661702128,"Temperate",138,"UHGV","M","SporBacil_Lifestyle"
"134","pGRP",0,3,0,3,268,230,0.0998958875835504,0,0.122638999733972,3.02751025961368,"Lytic",3,"INPHARED","M","SporBacil_Lifestyle"
"135","pgu1",3,1,3,1,5409,386,0.241445880079947,0.214087631724903,0.16671288165881,2.58456251133523,"Lytic",4,"UHGV","G","SporBacil_Lifestyle"
"136","pgu1",0,3,0,3,268,230,0.0998958875835504,0,0.122638999733972,3.02751025961368,"Lytic",3,"INPHARED","G","SporBacil_Lifestyle"
"137","phoP",6,1,6,1,5406,386,0.383518276718537,0.428412874583796,0.309781435925892,1.69067740363309,"Lytic",7,"UHGV","S","SporBacil_Lifestyle"
"138","phoR",6,1,6,1,5406,386,0.383518276718537,0.428412874583796,0.309781435925892,1.69067740363309,"Lytic",7,"UHGV","T","SporBacil_Lifestyle"
"139","pldB",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","I","SporBacil_Lifestyle"
"140","pncA",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","S","SporBacil_Lifestyle"
"141","pncA",11,10,11,10,5401,377,2.83456670148017e-07,0.0767820773930754,0.0765439935115025,3.70756701742074,"Lytic",21,"UHGV","S","SporBacil_Lifestyle"
"142","prkC",2,0,2,0,5410,387,1,Inf,0.35809999075871,1.48156561345976,"Temperate",2,"UHGV","T","SporBacil_Lifestyle"
"143","prkC",3,0,3,0,265,233,0.252167664670659,Inf,6.1563088512241,2.62206561096311,"Temperate",3,"INPHARED","T","SporBacil_Lifestyle"
"144","proC",2,0,2,0,5410,387,1,Inf,0.35809999075871,1.48156561345976,"Temperate",2,"UHGV","E","SporBacil_Lifestyle"
"145","prpE",3,0,3,0,5409,387,1,Inf,0.501432664756447,0.995872114377323,"Temperate",3,"UHGV","T","SporBacil_Lifestyle"
"146","purR",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","K","SporBacil_Lifestyle"
"147","rapA",13,0,13,0,255,233,0.000295258723360545,Inf,24.6751467710372,4.62498676093551,"Temperate",13,"INPHARED","0","SporBacil_Lifestyle"
"148","rapJ",12,0,12,0,256,233,0.000575974449612608,Inf,22.7582846003899,4.50831991387733,"Temperate",12,"INPHARED","0","SporBacil_Lifestyle"
"149","rfaJ",4,2,4,2,5408,385,0.0556899092066565,0.142381656804734,0.128298049366738,2.96242885891283,"Lytic",6,"UHGV","M","SporBacil_Lifestyle"
"150","rghR",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","0","SporBacil_Lifestyle"
"151","rghR",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","0","SporBacil_Lifestyle"
"152","rhtB",1,0,1,0,5411,387,1,Inf,0.214820290122886,2.21879783025487,"Temperate",1,"UHGV","E","SporBacil_Lifestyle"
"153","rimI",5,1,5,1,5407,386,0.339386122277189,0.356944701313113,0.262074279550008,1.93195232300835,"Lytic",6,"UHGV","J","SporBacil_Lifestyle"
"154","rmlA1",2,2,2,2,5410,385,0.0243555163091497,0.0711645101663586,0.0712503465483782,3.81095915859369,"Lytic",4,"UHGV","M","SporBacil_Lifestyle"
"155","rnhA",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","L","SporBacil_Lifestyle"
"156","rnhA",69,0,69,0,5343,387,0.013782234417887,Inf,10.0800037428652,3.33342426942083,"Temperate",69,"UHGV","L","SporBacil_Lifestyle"
"157","rpoD",10,5,10,5,5402,382,0.00221409394811694,0.14142910033321,0.135164696478903,2.88720971002539,"Lytic",15,"UHGV","Ph","SporBacil_Lifestyle"
"158","rseP",3,0,3,0,5409,387,1,Inf,0.501432664756447,0.995872114377323,"Temperate",3,"UHGV","S","SporBacil_Lifestyle"
"159","rsfA",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","S","SporBacil_Lifestyle"
"160","rusA",68,0,68,0,5344,387,0.0137887999377064,Inf,9.93310880344279,3.31224531426767,"Temperate",68,"UHGV","L","SporBacil_Lifestyle"
"161","sigA",18,71,18,71,250,162,2.27183422230044e-12,0.164281690140845,0.167846125929958,2.57478885642883,"Lytic",89,"INPHARED","Ph","SporBacil_Lifestyle"
"162","sigA",11,0,11,0,5401,387,1,Inf,1.65000462834398,0.722470071307176,"Temperate",11,"UHGV","Ph","SporBacil_Lifestyle"
"163","sigE",0,8,0,8,268,225,0.0020501258224262,0,0.0494030014240333,4.33925749598037,"Lytic",8,"INPHARED","Ph","SporBacil_Lifestyle"
"164","sigE",94,3,94,3,5318,384,0.214555235289936,2.26250470101542,1.95196013913697,0.964923592011157,"Temperate",97,"UHGV","Ph","SporBacil_Lifestyle"
"165","sigF",34,1,34,1,5378,386,0.728070010358067,2.44031238378579,1.65278423352236,0.724898397016724,"Temperate",35,"UHGV","Ph","SporBacil_Lifestyle"
"166","sigF",25,65,25,65,243,168,8.92795459743349e-08,0.265906932573599,0.269401382510149,1.89217084046644,"Lytic",90,"INPHARED","Ph","SporBacil_Lifestyle"
"167","sigG",3,49,3,49,265,184,1.25920553627762e-14,0.0425105891413169,0.049135422016778,4.34709274276576,"Lytic",52,"INPHARED","Ph","SporBacil_Lifestyle"
"168","sigG",61,0,61,0,5351,387,0.0332703107149073,Inf,8.90638138839578,3.15483939208243,"Temperate",61,"UHGV","Ph","SporBacil_Lifestyle"
"169","sigH",86,38,86,38,5326,349,2.25418877651202e-16,0.148299306282981,0.147421432411576,2.76198181342487,"Lytic",124,"UHGV","Ph","SporBacil_Lifestyle"
"170","sigH",1,0,1,0,267,233,1,Inf,2.61869158878505,1.38884615914231,"Temperate",1,"INPHARED","Ph","SporBacil_Lifestyle"
"171","sigK",35,2,35,2,5377,385,1,1.25302213129998,1.01796373779637,0.0256861702219307,"Temperate",37,"UHGV","Ph","SporBacil_Lifestyle"
"172","sigK",0,1,0,1,268,232,0.465069860279441,0,0.288640595903166,1.79265387271118,"Lytic",1,"INPHARED","Ph","SporBacil_Lifestyle"
"173","sleB",23,1,23,1,5389,386,1,1.64742994989794,1.12351176670687,0.168015234158008,"Temperate",24,"UHGV","Ph","SporBacil_Lifestyle"
